record_type,control_definition,period,group,metric,value,treated_n,control_n,note
project_start_quarter_distribution,CONTROL_C05,2022Q4,treated,n_projects,134,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2023Q1,treated,n_projects,138,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2023Q2,treated,n_projects,150,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2023Q3,treated,n_projects,135,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2023Q4,treated,n_projects,141,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2024Q1,treated,n_projects,159,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2024Q2,treated,n_projects,84,,,incumbent_did_eligible_apps_only
post_window_summary,CONTROL_C05,short_run_2024Q3_Q4,treated_minus_control,publication_count,-0.008588,3324,131,raw_post_window_difference
post_window_summary,CONTROL_C05,short_run_2024Q3_Q4,treated_minus_control,any_publication,-0.005412,3324,131,raw_post_window_difference
post_window_summary,CONTROL_C05,medium_run_2025Q1_Q4,treated_minus_control,publication_count,0.027034,3324,131,raw_post_window_difference
post_window_summary,CONTROL_C05,medium_run_2025Q1_Q4,treated_minus_control,any_publication,0.021391,3324,131,raw_post_window_difference
post_window_summary,CONTROL_C05,later_post_2026Q1_Q2,treated_minus_control,publication_count,-0.001461,3324,131,raw_post_window_difference
post_window_summary,CONTROL_C05,later_post_2026Q1_Q2,treated_minus_control,any_publication,0.025688,3324,131,raw_post_window_difference
incumbent_did_sample,CONTROL_C05,2022Q3_2026Q2,treated_control,eligible_apps_pre_and_post,3455,3324,131,pre_periods=8; post_periods=8
