app_id,schema27_title,schema27_institution,schema27_pi,website_match_status,website_match_count,start_date,start_dates_all,website_url,website_urls_all,website_titles_all,match_methods
412,Lung function and its association with fatal and non-fatal outcomes,"City St George's, University of London",Professor David Strachan,matched_one_website_record,1,2012-10-01,2012-10-01,https://www.ukbiobank.ac.uk/projects/lung-function-and-its-association-with-fatal-and-non-fatal-outcomes/,https://www.ukbiobank.ac.uk/projects/lung-function-and-its-association-with-fatal-and-non-fatal-outcomes/,Lung function and its association with fatal and non-fatal outcomes,unique_normalized_title
431,"Association between shift work and cancer, vascular disease and other diseases",University of Oxford,Dr Ruth Travis,matched_one_website_record,1,2013-06-30,2013-06-30,https://www.ukbiobank.ac.uk/projects/association-between-shift-work-and-cancer-vascular-disease-and-other-diseases/,https://www.ukbiobank.ac.uk/projects/association-between-shift-work-and-cancer-vascular-disease-and-other-diseases/,"Association between shift work and cancer, vascular disease and other diseases",unique_normalized_title
522,Retinal vessel morphology as a predictor of cardiovascular risk and disease outcome in later life,"City St George's, University of London",Professor Alicja Rudnicka,matched_one_website_record,1,2013-07-01,2013-07-01,https://www.ukbiobank.ac.uk/projects/retinal-vessel-morphology-as-a-predictor-of-cardiovascular-risk-and-disease-outcome-in-later-life/,https://www.ukbiobank.ac.uk/projects/retinal-vessel-morphology-as-a-predictor-of-cardiovascular-risk-and-disease-outcome-in-later-life/,Retinal vessel morphology as a predictor of cardiovascular risk and disease outcome in later life,unique_normalized_title
648,Common and rare genetic variants in respiratory health: the UK Biobank Lung Exome Variant Evaluation (UK BiLEVE) consortium,University of Leicester,Professor Martin Tobin,matched_one_website_record,1,2012-11-01,2012-11-01,https://www.ukbiobank.ac.uk/projects/common-and-rare-genetic-variants-in-respiratory-health-the-uk-biobank-lung-exome-variant-evaluation-uk-bileve-consortium/,https://www.ukbiobank.ac.uk/projects/common-and-rare-genetic-variants-in-respiratory-health-the-uk-biobank-lung-exome-variant-evaluation-uk-bileve-consortium/,Common and rare genetic variants in respiratory health: the UK Biobank Lung Exome Variant Evaluation (UK BiLEVE) consortium,unique_normalized_title
669,"Distribution and biological, environmental and lifestyle determinants of visual function and of refractive error in adults (aged 40 to 69 years) in the UK.",University College London,Professor Jugnoo Rahi,matched_one_website_record,1,2013-01-01,2013-01-01,https://www.ukbiobank.ac.uk/projects/distribution-and-biological-environmental-and-lifestyle-determinants-of-visual-function-and-of-refractive-error-in-adults-aged-40-to-69-years-in-the-uk/,https://www.ukbiobank.ac.uk/projects/distribution-and-biological-environmental-and-lifestyle-determinants-of-visual-function-and-of-refractive-error-in-adults-aged-40-to-69-years-in-the-uk/,"Distribution and biological, environmental and lifestyle determinants of visual function and of refractive error in adults (aged 40 to 69 years) in the UK.",unique_normalized_title
676,Machine learning detection of novel disease correlates,University of Kent,Dr Jeremy Rossman,matched_one_website_record,1,2016-04-01,2016-04-01,https://www.ukbiobank.ac.uk/projects/machine-learning-detection-of-novel-disease-correlates/,https://www.ukbiobank.ac.uk/projects/machine-learning-detection-of-novel-disease-correlates/,Machine learning detection of novel disease correlates,unique_normalized_title
742,"Understanding the Risk Factors Underlying Sudden Cardiac Death: An Investigation Utilising Bio, Genomic and Clinical Markers by the UK Biobank Cardio-Metabolic Consortium","City St George's, University of London",Professor Elijah Behr,matched_one_website_record,1,2016-04-01,2016-04-01,https://www.ukbiobank.ac.uk/projects/understanding-the-risk-factors-underlying-sudden-cardiac-death-an-investigation-utilising-bio-genomic-and-clinical-markers-by-the-uk-biobank-cardio-metabolic-consortium/,https://www.ukbiobank.ac.uk/projects/understanding-the-risk-factors-underlying-sudden-cardiac-death-an-investigation-utilising-bio-genomic-and-clinical-markers-by-the-uk-biobank-cardio-metabolic-consortium/,"Understanding the Risk Factors Underlying Sudden Cardiac Death: An Investigation Utilising Bio, Genomic and Clinical Markers by the UK Biobank Cardio-Metabolic Consortium",unique_normalized_title
761,Risk of type 2 Diabetes and development of disease,University of Exeter,Dr Jess Tyrrell,matched_one_website_record,1,2012-09-19,2012-09-19,https://www.ukbiobank.ac.uk/projects/risk-of-type-2-diabetes-and-development-of-disease/,https://www.ukbiobank.ac.uk/projects/risk-of-type-2-diabetes-and-development-of-disease/,Risk of type 2 Diabetes and development of disease,unique_normalized_title
774,Cross-sectional study to investigate ethnic differences in cardiovascular risk and mental health,University of Glasgow,Professor Jill Pell,matched_one_website_record,1,2012-11-05,2012-11-05,https://www.ukbiobank.ac.uk/projects/cross-sectional-study-to-investigate-ethnic-differences-in-cardiovascular-risk-and-mental-health/,https://www.ukbiobank.ac.uk/projects/cross-sectional-study-to-investigate-ethnic-differences-in-cardiovascular-risk-and-mental-health/,Cross-sectional study to investigate ethnic differences in cardiovascular risk and mental health,unique_normalized_title
788,Heritability of disease frequency,UK Biobank Ltd,Professor Albert Tenesa,matched_one_website_record,1,2013-02-01,2013-02-01,https://www.ukbiobank.ac.uk/projects/heritability-of-disease-frequency/,https://www.ukbiobank.ac.uk/projects/heritability-of-disease-frequency/,Heritability of disease frequency,unique_normalized_title
828,Evaluating variants in cancer predisposition genes for improved clinical interpretation,Institute of Cancer Research,Professor Nazneen Rahman,matched_one_website_record,1,2015-07-13,2015-07-13,https://www.ukbiobank.ac.uk/projects/evaluating-variants-in-cancer-predisposition-genes-for-improved-clinical-interpretation/,https://www.ukbiobank.ac.uk/projects/evaluating-variants-in-cancer-predisposition-genes-for-improved-clinical-interpretation/,Evaluating variants in cancer predisposition genes for improved clinical interpretation,unique_normalized_title
837,Gary Frost,Imperial College London,Professor Gary Frost,matched_one_website_record,1,2015-02-01,2015-02-01,https://www.ukbiobank.ac.uk/projects/gary-frost/,https://www.ukbiobank.ac.uk/projects/gary-frost/,Gary Frost,unique_normalized_title
871,Genetic factors associated with being at different extremes of the reproductive lifespan,University of Exeter,Dr Anna Murray,matched_one_website_record,1,2015-05-31,2015-05-31,https://www.ukbiobank.ac.uk/projects/genetic-factors-associated-with-being-at-different-extremes-of-the-reproductive-lifespan/,https://www.ukbiobank.ac.uk/projects/genetic-factors-associated-with-being-at-different-extremes-of-the-reproductive-lifespan/,Genetic factors associated with being at different extremes of the reproductive lifespan,unique_normalized_title
885,Epidemiology of kidney stone disease,University of Oxford,Dr Benjamin Turney,matched_one_website_record,1,2014-11-01,2014-11-01,https://www.ukbiobank.ac.uk/projects/epidemiology-of-kidney-stone-disease/,https://www.ukbiobank.ac.uk/projects/epidemiology-of-kidney-stone-disease/,Epidemiology of kidney stone disease,unique_normalized_title
1100,The causes of and risk factors for visual impairment in middle-aged adults in the UK Biobank,Leeds Teaching Hospitals NHS Trust,Mr Martin McKibbin,matched_one_website_record,1,2014-07-01,2014-07-01,https://www.ukbiobank.ac.uk/projects/the-causes-of-and-risk-factors-for-visual-impairment-in-middle-aged-adults-in-the-uk-biobank/,https://www.ukbiobank.ac.uk/projects/the-causes-of-and-risk-factors-for-visual-impairment-in-middle-aged-adults-in-the-uk-biobank/,The causes of and risk factors for visual impairment in middle-aged adults in the UK Biobank,unique_normalized_title
1144,Epidemiology of chronic pain,University of Aberdeen,Professor Gary Macfarlane,matched_one_website_record,1,2012-11-05,2012-11-05,https://www.ukbiobank.ac.uk/projects/epidemiology-of-chronic-pain/,https://www.ukbiobank.ac.uk/projects/epidemiology-of-chronic-pain/,Epidemiology of chronic pain,unique_normalized_title
1159,Association beween cognitive function and Chonic Obstructive Pulmonary Disease,CIRO+,Dr Daisy Janssen,matched_one_website_record,1,2013-01-01,2013-01-01,https://www.ukbiobank.ac.uk/projects/association-beween-cognitive-function-and-chonic-obstructive-pulmonary-disease/,https://www.ukbiobank.ac.uk/projects/association-beween-cognitive-function-and-chonic-obstructive-pulmonary-disease/,Association beween cognitive function and Chonic Obstructive Pulmonary Disease,unique_normalized_title
1163,Association between dietary intake and lung function,CIRO+,Dr Erica Rutten,matched_one_website_record,1,2013-09-18,2013-09-18,https://www.ukbiobank.ac.uk/projects/association-between-dietary-intake-and-lung-function/,https://www.ukbiobank.ac.uk/projects/association-between-dietary-intake-and-lung-function/,Association between dietary intake and lung function,unique_normalized_title
1251,"The metabolically healthy obese and metabolically obese normal-weight in the UK Biobank: Prevalence, genes and lifestyle contributors, disease risk and mortality",Icahn School of Medicine at Mount Sinai,Professor Ruth Loos,matched_one_website_record,1,2015-07-01,2015-07-01,https://www.ukbiobank.ac.uk/projects/the-metabolically-healthy-obese-and-metabolically-obese-normal-weight-in-the-uk-biobank-prevalence-genes-and-lifestyle-contributors-disease-risk-and-mortality/,https://www.ukbiobank.ac.uk/projects/the-metabolically-healthy-obese-and-metabolically-obese-normal-weight-in-the-uk-biobank-prevalence-genes-and-lifestyle-contributors-disease-risk-and-mortality/,"The metabolically healthy obese and metabolically obese normal-weight in the UK Biobank: Prevalence, genes and lifestyle contributors, disease risk and mortality",unique_normalized_title
1331,Prevalence and risk factors for benign and malignant colorectal disease in the UK.,North Bristol NHS Trust,Dr Kathryn McCarthy,matched_one_website_record,1,2014-07-01,2014-07-01,https://www.ukbiobank.ac.uk/projects/prevalence-and-risk-factors-for-benign-and-malignant-colorectal-disease-in-the-uk/,https://www.ukbiobank.ac.uk/projects/prevalence-and-risk-factors-for-benign-and-malignant-colorectal-disease-in-the-uk/,Prevalence and risk factors for benign and malignant colorectal disease in the UK.,unique_normalized_title
1383,Environmental risk factors of non-cancer illness,University of Exeter,Dr Jess Tyrrell,matched_one_website_record,1,2012-12-01,2012-12-01,https://www.ukbiobank.ac.uk/projects/environmental-risk-factors-of-non-cancer-illness/,https://www.ukbiobank.ac.uk/projects/environmental-risk-factors-of-non-cancer-illness/,Environmental risk factors of non-cancer illness,unique_normalized_title
1417,Associations between parental attained ages and health status,University of Exeter,Professor David Melzer,matched_one_website_record,1,2013-06-01,2013-06-01,https://www.ukbiobank.ac.uk/projects/associations-between-parental-attained-ages-and-health-status/,https://www.ukbiobank.ac.uk/projects/associations-between-parental-attained-ages-and-health-status/,Associations between parental attained ages and health status,unique_normalized_title
1602,Association between diet and depression,Semmelweis University,Dr Gabriella Juhasz,matched_one_website_record,1,2014-01-01,2014-01-01,https://www.ukbiobank.ac.uk/projects/association-between-diet-and-depression/,https://www.ukbiobank.ac.uk/projects/association-between-diet-and-depression/,Association between diet and depression,unique_normalized_title
1618,Interaction of genetics and environment in triggering anti-PLA2R autoantibody in membranous nephropathy: a paradigm for initiation of autoimmunity,Central Manchester University Hospitals NHS Trust,Professor Paul Brenchley,matched_one_website_record,1,2018-05-14,2018-05-14,https://www.ukbiobank.ac.uk/projects/interaction-of-genetics-and-environment-in-triggering-anti-pla2r-autoantibody-in-membranous-nephropathy-a-paradigm-for-initiation-of-autoimmunity/,https://www.ukbiobank.ac.uk/projects/interaction-of-genetics-and-environment-in-triggering-anti-pla2r-autoantibody-in-membranous-nephropathy-a-paradigm-for-initiation-of-autoimmunity/,Interaction of genetics and environment in triggering anti-PLA2R autoantibody in membranous nephropathy: a paradigm for initiation of autoimmunity,unique_normalized_title
1781,Personalized prediction of diabetes outcomes,AIST,Dr Gerard Lipowski,matched_one_website_record,1,2014-03-03,2014-03-03,https://www.ukbiobank.ac.uk/projects/personalized-prediction-of-diabetes-outcomes/,https://www.ukbiobank.ac.uk/projects/personalized-prediction-of-diabetes-outcomes/,Personalized prediction of diabetes outcomes,unique_normalized_title
1969,Development of structural and functional brain connectivity during normal and pathological ageing,Newcastle University,Professor Marcus Kaiser,matched_one_website_record,1,2017-03-01,2017-03-01,https://www.ukbiobank.ac.uk/projects/development-of-structural-and-functional-brain-connectivity-during-normal-and-pathological-ageing/,https://www.ukbiobank.ac.uk/projects/development-of-structural-and-functional-brain-connectivity-during-normal-and-pathological-ageing/,Development of structural and functional brain connectivity during normal and pathological ageing,unique_normalized_title
1995,Evaluation of the clinical value of emerging risk factors for primary prevention of cardiovascular disease,Queen Mary University of London,Professor Steffen Petersen,matched_one_website_record,1,2013-03-25,2013-03-25,https://www.ukbiobank.ac.uk/projects/evaluation-of-the-clinical-value-of-emerging-risk-factors-for-primary-prevention-of-cardiovascular-disease/,https://www.ukbiobank.ac.uk/projects/evaluation-of-the-clinical-value-of-emerging-risk-factors-for-primary-prevention-of-cardiovascular-disease/,Evaluation of the clinical value of emerging risk factors for primary prevention of cardiovascular disease,unique_normalized_title
2112,Automated macular thickness measurements and association with potential risk factors and systemic disease,Moorfields Eye Hospital NHS Foundation Trust,Mr Praveen Patel,matched_one_website_record,1,2013-03-04,2013-03-04,https://www.ukbiobank.ac.uk/projects/automated-macular-thickness-measurements-and-association-with-potential-risk-factors-and-systemic-disease/,https://www.ukbiobank.ac.uk/projects/automated-macular-thickness-measurements-and-association-with-potential-risk-factors-and-systemic-disease/,Automated macular thickness measurements and association with potential risk factors and systemic disease,unique_normalized_title
2482,Comparisson of smoking behaviour between men and women to assess risk inducing habits,George Institute for Global Health,Professor Mark Woodward,matched_one_website_record,1,2013-10-01,2013-10-01,https://www.ukbiobank.ac.uk/projects/comparisson-of-smoking-behaviour-between-men-and-women-to-assess-risk-inducing-habits/,https://www.ukbiobank.ac.uk/projects/comparisson-of-smoking-behaviour-between-men-and-women-to-assess-risk-inducing-habits/,Comparisson of smoking behaviour between men and women to assess risk inducing habits,unique_normalized_title
2495,Sex differences in the association between major and modifiable risk factors with cardiovascular disease,George Institute for Global Health,Professor Mark Woodward,matched_one_website_record,1,2015-02-23,2015-02-23,https://www.ukbiobank.ac.uk/projects/sex-differences-in-the-association-between-major-and-modifiable-risk-factors-with-cardiovascular-disease/,https://www.ukbiobank.ac.uk/projects/sex-differences-in-the-association-between-major-and-modifiable-risk-factors-with-cardiovascular-disease/,Sex differences in the association between major and modifiable risk factors with cardiovascular disease,unique_normalized_title
2532,UK Biobank Stroke Study (UKBiSS): developing an in-depth understanding of the determinants of stroke and its subtypes,University of Edinburgh,Professor Cathie Sudlow,matched_one_website_record,1,2017-03-01,2017-03-01,https://www.ukbiobank.ac.uk/projects/uk-biobank-stroke-study-ukbiss-developing-an-in-depth-understanding-of-the-determinants-of-stroke-and-its-subtypes/,https://www.ukbiobank.ac.uk/projects/uk-biobank-stroke-study-ukbiss-developing-an-in-depth-understanding-of-the-determinants-of-stroke-and-its-subtypes/,UK Biobank Stroke Study (UKBiSS): developing an in-depth understanding of the determinants of stroke and its subtypes,unique_normalized_title
2964,Description of cardiovascular phenotype in the UK Biobank population based on cardiovascular magnetic resonance and carotid ultrasound,Queen Mary University of London,Professor Steffen Petersen,matched_one_website_record,1,2015-09-01,2015-09-01,https://www.ukbiobank.ac.uk/projects/description-of-cardiovascular-phenotype-in-the-uk-biobank-population-based-on-cardiovascular-magnetic-resonance-and-carotid-ultrasound/,https://www.ukbiobank.ac.uk/projects/description-of-cardiovascular-phenotype-in-the-uk-biobank-population-based-on-cardiovascular-magnetic-resonance-and-carotid-ultrasound/,Description of cardiovascular phenotype in the UK Biobank population based on cardiovascular magnetic resonance and carotid ultrasound,unique_normalized_title
3028,Salivary biomarkers of a healthy diet and development of type 2 diabetes,King's College London,Professor Gordon Proctor,matched_one_website_record,1,2017-04-03,2017-04-03,https://www.ukbiobank.ac.uk/projects/salivary-biomarkers-of-a-healthy-diet-and-development-of-type-2-diabetes/,https://www.ukbiobank.ac.uk/projects/salivary-biomarkers-of-a-healthy-diet-and-development-of-type-2-diabetes/,Salivary biomarkers of a healthy diet and development of type 2 diabetes,unique_normalized_title
3037,Diet and its associatio between health and risk of cancer,University of Auckland,Dr Kathryn Bradbury,matched_one_website_record,1,2013-07-01,2013-07-01,https://www.ukbiobank.ac.uk/projects/diet-and-its-associatio-between-health-and-risk-of-cancer/,https://www.ukbiobank.ac.uk/projects/diet-and-its-associatio-between-health-and-risk-of-cancer/,Diet and its associatio between health and risk of cancer,unique_normalized_title
3071,Genetic epidemiology of melanoma and melanoma survival,University of Leeds,Professor David Bishop,matched_one_website_record,1,2015-10-01,2015-10-01,https://www.ukbiobank.ac.uk/projects/genetic-epidemiology-of-melanoma-and-melanoma-survival/,https://www.ukbiobank.ac.uk/projects/genetic-epidemiology-of-melanoma-and-melanoma-survival/,Genetic epidemiology of melanoma and melanoma survival,unique_normalized_title
3139,Association between arterial stiffness index and risk of cardiovascular disease,Imperial College London,Dr Anne-Claire Vergnaud,matched_one_website_record,1,2013-09-16,2013-09-16,https://www.ukbiobank.ac.uk/projects/association-between-arterial-stiffness-index-and-risk-of-cardiovascular-disease/,https://www.ukbiobank.ac.uk/projects/association-between-arterial-stiffness-index-and-risk-of-cardiovascular-disease/,Association between arterial stiffness index and risk of cardiovascular disease,unique_normalized_title
3173,"A multi-level approach to better understand the association between physical activity and sedentary behaviour, and cancer risk.",Queen's University Belfast,Dr Ruth Hunter,matched_one_website_record,1,2017-03-01,2017-03-01,https://www.ukbiobank.ac.uk/projects/a-multi-level-approach-to-better-understand-the-association-between-physical-activity-and-sedentary-behaviour-and-cancer-risk/,https://www.ukbiobank.ac.uk/projects/a-multi-level-approach-to-better-understand-the-association-between-physical-activity-and-sedentary-behaviour-and-cancer-risk/,"A multi-level approach to better understand the association between physical activity and sedentary behaviour, and cancer risk.",unique_normalized_title
3224,"Health satisfaction of individuals diagnosed with coeliacs disease, IBD and healthy controls",Temple University,Dr Jennifer Fisher,matched_one_website_record,1,2014-07-01,2014-07-01,https://www.ukbiobank.ac.uk/projects/health-satisfaction-of-individuals-diagnosed-with-coeliacs-disease-ibd-and-healthy-controls/,https://www.ukbiobank.ac.uk/projects/health-satisfaction-of-individuals-diagnosed-with-coeliacs-disease-ibd-and-healthy-controls/,"Health satisfaction of individuals diagnosed with coeliacs disease, IBD and healthy controls",unique_normalized_title
3248,Hormones and Breast Cancer Consortium: Risk factors for breast cancer,University of Oxford,Professor Timothy Key,matched_one_website_record,1,2013-06-30,2013-06-30,https://www.ukbiobank.ac.uk/projects/hormones-and-breast-cancer-consortium-risk-factors-for-breast-cancer/,https://www.ukbiobank.ac.uk/projects/hormones-and-breast-cancer-consortium-risk-factors-for-breast-cancer/,Hormones and Breast Cancer Consortium: Risk factors for breast cancer,unique_normalized_title
3282,Prostate Cancer Epidemiology Consortium: Risk factors for prostate cancer,University of Oxford,Dr Ruth Travis,matched_one_website_record,1,2013-06-30,2013-06-30,https://www.ukbiobank.ac.uk/projects/prostate-cancer-epidemiology-consortium-risk-factors-for-prostate-cancer/,https://www.ukbiobank.ac.uk/projects/prostate-cancer-epidemiology-consortium-risk-factors-for-prostate-cancer/,Prostate Cancer Epidemiology Consortium: Risk factors for prostate cancer,unique_normalized_title
3398,"Effects of the use of computer games, internet use and mobile phone use on the physical and mental health of the UK Biobank population",Imperial College London,Dr Pantelis Koutroumpis,matched_one_website_record,1,2014-01-01,2014-01-01,https://www.ukbiobank.ac.uk/projects/effects-of-the-use-of-computer-games-internet-use-and-mobile-phone-use-on-the-physical-and-mental-health-of-the-uk-biobank-population/,https://www.ukbiobank.ac.uk/projects/effects-of-the-use-of-computer-games-internet-use-and-mobile-phone-use-on-the-physical-and-mental-health-of-the-uk-biobank-population/,"Effects of the use of computer games, internet use and mobile phone use on the physical and mental health of the UK Biobank population",unique_normalized_title
3474,Effects of Chronotype on Sleep Duration and Body Composition Variables,University of Pennsylvania,Dr Alexandra Hanlon,matched_one_website_record,1,2014-07-01,2014-07-01,https://www.ukbiobank.ac.uk/projects/effects-of-chronotype-on-sleep-duration-and-body-composition-variables/,https://www.ukbiobank.ac.uk/projects/effects-of-chronotype-on-sleep-duration-and-body-composition-variables/,Effects of Chronotype on Sleep Duration and Body Composition Variables,unique_normalized_title
3501,Genome-wide association studies of chronic pain and the overlap with depression.,University of Glasgow,Professor Daniel Smith,matched_one_website_record,1,2015-10-01,2015-10-01,https://www.ukbiobank.ac.uk/projects/genome-wide-association-studies-of-chronic-pain-and-the-overlap-with-depression/,https://www.ukbiobank.ac.uk/projects/genome-wide-association-studies-of-chronic-pain-and-the-overlap-with-depression/,Genome-wide association studies of chronic pain and the overlap with depression.,unique_normalized_title
3572,The impact of hearing difficulty and hearing aids on depression and fluid intelligence,Linnaeus Centre HEAD,Professor Jerker Ronnberg,matched_one_website_record,1,2013-07-01,2013-07-01,https://www.ukbiobank.ac.uk/projects/the-impact-of-hearing-difficulty-and-hearing-aids-on-depression-and-fluid-intelligence/,https://www.ukbiobank.ac.uk/projects/the-impact-of-hearing-difficulty-and-hearing-aids-on-depression-and-fluid-intelligence/,The impact of hearing difficulty and hearing aids on depression and fluid intelligence,unique_normalized_title
3593,"Osteoporosis, fractures and cardiovascular risk",University of Southampton,Professor Nicholas Harvey,matched_one_website_record,1,2014-09-08,2014-09-08,https://www.ukbiobank.ac.uk/projects/osteoporosis-fractures-and-cardiovascular-risk/,https://www.ukbiobank.ac.uk/projects/osteoporosis-fractures-and-cardiovascular-risk/,"Osteoporosis, fractures and cardiovascular risk",unique_normalized_title
3913,The genetics of HbA1c: biological pathways and impact on diabetes and cardiovascular disease risk.,University of Exeter,Professor Ines Barroso,matched_one_website_record,1,2016-01-01,2016-01-01,https://www.ukbiobank.ac.uk/projects/the-genetics-of-hba1c-biological-pathways-and-impact-on-diabetes-and-cardiovascular-disease-risk/,https://www.ukbiobank.ac.uk/projects/the-genetics-of-hba1c-biological-pathways-and-impact-on-diabetes-and-cardiovascular-disease-risk/,The genetics of HbA1c: biological pathways and impact on diabetes and cardiovascular disease risk.,unique_normalized_title
3932,A risk-benefit ratio of sunlight exposure,University of Edinburgh,Dr Richard Weller,matched_one_website_record,1,2013-07-11,2013-07-11,https://www.ukbiobank.ac.uk/projects/a-risk-benefit-ratio-of-sunlight-exposure/,https://www.ukbiobank.ac.uk/projects/a-risk-benefit-ratio-of-sunlight-exposure/,A risk-benefit ratio of sunlight exposure,unique_normalized_title
3966,"Study to indenify risk factors for RA, osteoporosis and cardiovascular disease",University of Glasgow,Dr Duncan Porter,matched_one_website_record,1,2013-09-01,2013-09-01,https://www.ukbiobank.ac.uk/projects/study-to-indenify-risk-factors-for-ra-osteoporosis-and-cardiovascular-disease/,https://www.ukbiobank.ac.uk/projects/study-to-indenify-risk-factors-for-ra-osteoporosis-and-cardiovascular-disease/,"Study to indenify risk factors for RA, osteoporosis and cardiovascular disease",unique_normalized_title
4047,Quantification of Variation in Blood,Loughborough University,Professor David Williams,matched_one_website_record,1,2014-06-03,2014-06-03,https://www.ukbiobank.ac.uk/projects/quantification-of-variation-in-blood/,https://www.ukbiobank.ac.uk/projects/quantification-of-variation-in-blood/,Quantification of Variation in Blood,unique_normalized_title
4236,Natural Environments and Wellbeing in the UK,Imperial College London,Dr Daniela Fecht,matched_one_website_record,1,2018-05-29,2018-05-29,https://www.ukbiobank.ac.uk/projects/natural-environments-and-wellbeing-in-the-uk/,https://www.ukbiobank.ac.uk/projects/natural-environments-and-wellbeing-in-the-uk/,Natural Environments and Wellbeing in the UK,unique_normalized_title
4364,"Investigation into the inter-relationship between paternal age, traits and the incidence of diseases",University of Edinburgh,Dr Pin Tong,matched_one_website_record,1,2014-01-20,2014-01-20,https://www.ukbiobank.ac.uk/projects/investigation-into-the-inter-relationship-between-paternal-age-traits-and-the-incidence-of-diseases/,https://www.ukbiobank.ac.uk/projects/investigation-into-the-inter-relationship-between-paternal-age-traits-and-the-incidence-of-diseases/,"Investigation into the inter-relationship between paternal age, traits and the incidence of diseases",unique_normalized_title
4372,GWAS on assoiations for hypertension,University of Leicester,Professor Louise Wain,matched_one_website_record,1,2014-03-01,2014-03-01,https://www.ukbiobank.ac.uk/projects/gwas-on-assoiations-for-hypertension/,https://www.ukbiobank.ac.uk/projects/gwas-on-assoiations-for-hypertension/,GWAS on assoiations for hypertension,unique_normalized_title
4408,The genetics of multiple sclerosis in the UK,University of Cambridge,Professor Stephen Sawcer,matched_one_website_record,1,2015-06-01,2015-06-01,https://www.ukbiobank.ac.uk/projects/the-genetics-of-multiple-sclerosis-in-the-uk/,https://www.ukbiobank.ac.uk/projects/the-genetics-of-multiple-sclerosis-in-the-uk/,The genetics of multiple sclerosis in the UK,unique_normalized_title
4477,Identification and characterisation of naturally-occurring human gene knockouts.,Queen Mary University of London,Professor David van Heel,matched_one_website_record,1,2016-06-01,2016-06-01,https://www.ukbiobank.ac.uk/projects/identification-and-characterisation-of-naturally-occurring-human-gene-knockouts/,https://www.ukbiobank.ac.uk/projects/identification-and-characterisation-of-naturally-occurring-human-gene-knockouts/,Identification and characterisation of naturally-occurring human gene knockouts.,unique_normalized_title
4483,Identification of modifiable and non-modifiable correlates of sedentary behaviours and physical activity in adults aged =65 years,University of Cambridge,Dr Simon Griffin,matched_one_website_record,1,2014-05-07,2014-05-07,https://www.ukbiobank.ac.uk/projects/identification-of-modifiable-and-non-modifiable-correlates-of-sedentary-behaviours-and-physical-activity-in-adults-aged-65-years/,https://www.ukbiobank.ac.uk/projects/identification-of-modifiable-and-non-modifiable-correlates-of-sedentary-behaviours-and-physical-activity-in-adults-aged-65-years/,Identification of modifiable and non-modifiable correlates of sedentary behaviours and physical activity in adults aged =65 years,unique_normalized_title
4580,"Heel bone properties and fracture outcomes: Correlates, gene-environment interactions, and implications for fracture risk assessment.",University of Cambridge,Dr Stephen Kaptoge,matched_one_website_record,1,2015-07-01,2015-07-01,https://www.ukbiobank.ac.uk/projects/heel-bone-properties-and-fracture-outcomes-correlates-gene-environment-interactions-and-implications-for-fracture-risk-assessment/,https://www.ukbiobank.ac.uk/projects/heel-bone-properties-and-fracture-outcomes-correlates-gene-environment-interactions-and-implications-for-fracture-risk-assessment/,"Heel bone properties and fracture outcomes: Correlates, gene-environment interactions, and implications for fracture risk assessment.",unique_normalized_title
4669,Performance and improvement of lung cancer risk prediction models,Imperial College London,Dr David Muller,matched_one_website_record,1,2013-12-01,2013-12-01,https://www.ukbiobank.ac.uk/projects/performance-and-improvement-of-lung-cancer-risk-prediction-models/,https://www.ukbiobank.ac.uk/projects/performance-and-improvement-of-lung-cancer-risk-prediction-models/,Performance and improvement of lung cancer risk prediction models,unique_normalized_title
4800,"Early life influences on cerebral small vessel disease, stroke and dementia in later life.",University of Edinburgh,Professor Joanna Wardlaw,matched_one_website_record,1,2015-07-13,2015-07-13,https://www.ukbiobank.ac.uk/projects/early-life-influences-on-cerebral-small-vessel-disease-stroke-and-dementia-in-later-life/,https://www.ukbiobank.ac.uk/projects/early-life-influences-on-cerebral-small-vessel-disease-stroke-and-dementia-in-later-life/,"Early life influences on cerebral small vessel disease, stroke and dementia in later life.",unique_normalized_title
4816,Genetic determinants of Paget's disease,University of Edinburgh,Professor Stuart Ralston,matched_one_website_record,1,2018-04-24,2018-04-24,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-pagets-disease/,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-pagets-disease/,Genetic determinants of Paget’s disease,detail_page_app_id_after_title_unmatched_or_ambiguous
4844,STratifying Resilience and Depression Longitudinally (STRADL),University of Edinburgh,Professor Andrew McIntosh,matched_one_website_record,1,2014-09-27,2014-09-27,https://www.ukbiobank.ac.uk/projects/stratifying-resilience-and-depression-longitudinally-stradl/,https://www.ukbiobank.ac.uk/projects/stratifying-resilience-and-depression-longitudinally-stradl/,STratifying Resilience and Depression Longitudinally (STRADL),unique_normalized_title
4892,"Genetic determinants of smoking, smoking cessation success and pharmacogenetics of cessation therapies",University of Leicester,Professor Martin Tobin,matched_one_website_record,1,2015-01-12,2015-01-12,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-smoking-smoking-cessation-success-and-pharmacogenetics-of-cessation-therapies/,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-smoking-smoking-cessation-success-and-pharmacogenetics-of-cessation-therapies/,"Genetic determinants of smoking, smoking cessation success and pharmacogenetics of cessation therapies",unique_normalized_title
