app_id,schema27_title,schema27_institution,schema27_pi,website_match_status,website_match_count,start_date,start_dates_all,website_url,website_urls_all,website_titles_all,match_methods
92257,Polymorphisms of the TERT gene and colorectal cancer survival,University of Iowa,,matched_one_website_record,1,2022-09-30,2022-09-30,https://www.ukbiobank.ac.uk/projects/polymorphisms-of-the-tert-gene-and-colorectal-cancer-survival/,https://www.ukbiobank.ac.uk/projects/polymorphisms-of-the-tert-gene-and-colorectal-cancer-survival/,Polymorphisms of the TERT gene and colorectal cancer survival,unique_normalized_title
92261,Holistic Prediction of Cardiovascular Outcomes with Multimodal Vision Transformers,Technische Universität Dresden,,matched_one_website_record,1,2023-02-16,2023-02-16,https://www.ukbiobank.ac.uk/projects/holistic-prediction-of-cardiovascular-outcomes-with-multimodal-vision-transformers/,https://www.ukbiobank.ac.uk/projects/holistic-prediction-of-cardiovascular-outcomes-with-multimodal-vision-transformers/,Holistic Prediction of Cardiovascular Outcomes with Multimodal Vision Transformers,unique_normalized_title
92274,Multi-modal model for prognosis of heart failure,Pusan National University,,matched_one_website_record,1,2022-11-30,2022-11-30,https://www.ukbiobank.ac.uk/projects/multi-modal-model-for-prognosis-of-heart-failure/,https://www.ukbiobank.ac.uk/projects/multi-modal-model-for-prognosis-of-heart-failure/,Multi-modal model for prognosis of heart failure,unique_normalized_title
92288,Characterization of patients with memory symptoms: a longitudinal study of clinical and brain imaging phenotypes,University of Edinburgh,,matched_one_website_record,1,2022-11-22,2022-11-22,https://www.ukbiobank.ac.uk/projects/characterization-of-patients-with-memory-symptoms-a-longitudinal-study-of-clinical-and-brain-imaging-phenotypes/,https://www.ukbiobank.ac.uk/projects/characterization-of-patients-with-memory-symptoms-a-longitudinal-study-of-clinical-and-brain-imaging-phenotypes/,Characterization of patients with memory symptoms: a longitudinal study of clinical and brain imaging phenotypes,unique_normalized_title
92337,"Nutrition, physical activity, atrial fibrillation: how good are the benefits and what are the underlying cardiovascular mechanisms ?",Liverpool John Moores University,,matched_one_website_record,1,2023-02-24,2023-02-24,https://www.ukbiobank.ac.uk/projects/nutrition-physical-activity-atrial-fibrillation-how-good-are-the-benefits-and-what-are-the-underlying-cardiovascular-mechanisms/,https://www.ukbiobank.ac.uk/projects/nutrition-physical-activity-atrial-fibrillation-how-good-are-the-benefits-and-what-are-the-underlying-cardiovascular-mechanisms/,"Nutrition, physical activity, atrial fibrillation: how good are the benefits and what are the underlying cardiovascular mechanisms ?",unique_normalized_title
92344,Development and validation of an artificial neural network-based risk model for the prediction of cerebrovascular-specific diseases in patients with spondyloarthritis or rheumatoid arthritis,University of South China,,matched_one_website_record,1,2022-09-08,2022-09-08,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-an-artificial-neural-network-based-risk-model-for-the-prediction-of-cerebrovascular-specific-diseases-in-patients-with-spondyloarthritis-or-rheumatoid-arthritis/,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-an-artificial-neural-network-based-risk-model-for-the-prediction-of-cerebrovascular-specific-diseases-in-patients-with-spondyloarthritis-or-rheumatoid-arthritis/,Development and validation of an artificial neural network-based risk model for the prediction of cerebrovascular-specific diseases in patients with spondyloarthritis or rheumatoid arthritis,unique_normalized_title
92359,Identification of the causal events leading to metastasis in solid tumours using explainable AI and genome-scale metabolic (GSM) models,Standigm Inc.,,matched_one_website_record,1,2023-01-18,2023-01-18,https://www.ukbiobank.ac.uk/projects/identification-of-the-causal-events-leading-to-metastasis-in-solid-tumours-using-explainable-ai-and-genome-scale-metabolic-gsm-models/,https://www.ukbiobank.ac.uk/projects/identification-of-the-causal-events-leading-to-metastasis-in-solid-tumours-using-explainable-ai-and-genome-scale-metabolic-gsm-models/,Identification of the causal events leading to metastasis in solid tumours using explainable AI and genome-scale metabolic (GSM) models,unique_normalized_title
92363,Clinical and molecular heterogeneity of Kennedy's disease,University College London,,matched_one_website_record,1,2023-07-19,2023-07-19,https://www.ukbiobank.ac.uk/projects/clinical-and-molecular-heterogeneity-of-kennedys-disease/,https://www.ukbiobank.ac.uk/projects/clinical-and-molecular-heterogeneity-of-kennedys-disease/,Clinical and molecular heterogeneity of Kennedy’s disease,detail_page_app_id_after_title_unmatched_or_ambiguous
92392,"Exposome, genetic predisposition in complex diseases and multimorbidity",INSERM,,matched_one_website_record,1,2023-09-05,2023-09-05,https://www.ukbiobank.ac.uk/projects/exposome-genetic-predisposition-in-complex-diseases-and-multimorbidity/,https://www.ukbiobank.ac.uk/projects/exposome-genetic-predisposition-in-complex-diseases-and-multimorbidity/,"Exposome, genetic predisposition in complex diseases and multimorbidity",unique_normalized_title
92407,"The genetics, biomarkers, lifestyles, and neuroimaging for the diagnosis, prediction, and prevention of cognitive/mood disorder.",Shanghai Jiao Tong University,,matched_one_website_record,1,2023-03-29,2023-03-29,https://www.ukbiobank.ac.uk/projects/the-genetics-biomarkers-lifestyles-and-neuroimaging-for-the-diagnosis-prediction-and-prevention-of-cognitive-mood-disorder/,https://www.ukbiobank.ac.uk/projects/the-genetics-biomarkers-lifestyles-and-neuroimaging-for-the-diagnosis-prediction-and-prevention-of-cognitive-mood-disorder/,"The genetics, biomarkers, lifestyles, and neuroimaging for the diagnosis, prediction, and prevention of cognitive/mood disorder.",unique_normalized_title
92411,Portability of Genetic Risk Scores to Underrepresented Populations,University of Westminster,,matched_one_website_record,1,2022-09-09,2022-09-09,https://www.ukbiobank.ac.uk/projects/portability-of-genetic-risk-scores-to-underrepresented-populations/,https://www.ukbiobank.ac.uk/projects/portability-of-genetic-risk-scores-to-underrepresented-populations/,Portability of Genetic Risk Scores to Underrepresented Populations,unique_normalized_title
92430,Understanding the genetic basis of cardiovascular diseases and integrating with clinical information to improve genotyped-specific therapy,Fudan University,,matched_one_website_record,1,2022-11-21,2022-11-21,https://www.ukbiobank.ac.uk/projects/understanding-the-genetic-basis-of-cardiovascular-diseases-and-integrating-with-clinical-information-to-improve-genotyped-specific-therapy/,https://www.ukbiobank.ac.uk/projects/understanding-the-genetic-basis-of-cardiovascular-diseases-and-integrating-with-clinical-information-to-improve-genotyped-specific-therapy/,Understanding the genetic basis of cardiovascular diseases and integrating with clinical information to improve genotyped-specific therapy,unique_normalized_title
92448,Effects of dietary patterns on body weight and incidence of cardiovascular events: a large prospective cohort study.,Zhujiang Hospital of the Southern Medical University,,matched_one_website_record,1,2023-05-04,2023-05-04,https://www.ukbiobank.ac.uk/projects/effects-of-dietary-patterns-on-body-weight-and-incidence-of-cardiovascular-events-a-large-prospective-cohort-study/,https://www.ukbiobank.ac.uk/projects/effects-of-dietary-patterns-on-body-weight-and-incidence-of-cardiovascular-events-a-large-prospective-cohort-study/,Effects of dietary patterns on body weight and incidence of cardiovascular events: a large prospective cohort study.,unique_normalized_title
92476,"Associations of chronic diseases with physical activity, muscle strength, lung function and cognitive function",Shanghai University of Sport,,matched_one_website_record,1,2022-08-25,2022-08-25,https://www.ukbiobank.ac.uk/projects/associations-of-chronic-diseases-with-physical-activity-muscle-strength-lung-function-and-cognitive-function/,https://www.ukbiobank.ac.uk/projects/associations-of-chronic-diseases-with-physical-activity-muscle-strength-lung-function-and-cognitive-function/,"Associations of chronic diseases with physical activity, muscle strength, lung function and cognitive function",unique_normalized_title
92482,"Correlates of health-related variables, quality of life, physical function, and cancer-related outcomes among people with or without a cancer diagnosis.",University of Hull,,matched_one_website_record,1,2022-11-16,2022-11-16,https://www.ukbiobank.ac.uk/projects/correlates-of-health-related-variables-quality-of-life-physical-function-and-cancer-related-outcomes-among-people-with-or-without-a-cancer-diagnosis/,https://www.ukbiobank.ac.uk/projects/correlates-of-health-related-variables-quality-of-life-physical-function-and-cancer-related-outcomes-among-people-with-or-without-a-cancer-diagnosis/,"Correlates of health-related variables, quality of life, physical function, and cancer-related outcomes among people with or without a cancer diagnosis.",unique_normalized_title
92495,Assessing the role of newly discovered fruit and vegetable phytonutrients and the impact on health outcomes,"Brightseed, Inc",,matched_one_website_record,1,2022-09-14,2022-09-14,https://www.ukbiobank.ac.uk/projects/assessing-the-role-of-newly-discovered-fruit-and-vegetable-phytonutrients-and-the-impact-on-health-outcomes/,https://www.ukbiobank.ac.uk/projects/assessing-the-role-of-newly-discovered-fruit-and-vegetable-phytonutrients-and-the-impact-on-health-outcomes/,Assessing the role of newly discovered fruit and vegetable phytonutrients and the impact on health outcomes,unique_normalized_title
92513,Risk of atherosclerotic cardiovascular disease and malignancies associated with clonal hematopoiesis driven by somatic mutations and chromosomal abnormalities.,Moffitt Cancer Center,,matched_one_website_record,1,2023-07-03,2023-07-03,https://www.ukbiobank.ac.uk/projects/risk-of-atherosclerotic-cardiovascular-disease-and-malignancies-associated-with-clonal-hematopoiesis-driven-by-somatic-mutations-and-chromosomal-abnormalities/,https://www.ukbiobank.ac.uk/projects/risk-of-atherosclerotic-cardiovascular-disease-and-malignancies-associated-with-clonal-hematopoiesis-driven-by-somatic-mutations-and-chromosomal-abnormalities/,Risk of atherosclerotic cardiovascular disease and malignancies associated with clonal hematopoiesis driven by somatic mutations and chromosomal abnormalities.,unique_normalized_title
92521,Use of protein biomarkers to estimate the Healthy Lifestyle Index and morbidity and mortality risk (Submitted on behalf of Health Outlook Corp.),Health Outlook.,,matched_one_website_record,1,2022-11-30,2022-11-30,https://www.ukbiobank.ac.uk/projects/use-of-protein-biomarkers-to-estimate-the-healthy-lifestyle-index-and-morbidity-and-mortality-risk-submitted-on-behalf-of-health-outlook-corp/,https://www.ukbiobank.ac.uk/projects/use-of-protein-biomarkers-to-estimate-the-healthy-lifestyle-index-and-morbidity-and-mortality-risk-submitted-on-behalf-of-health-outlook-corp/,Use of protein biomarkers to estimate the Healthy Lifestyle Index and morbidity and mortality risk (Submitted on behalf of Health Outlook Corp.),unique_normalized_title
92550,Advancing Knowledge of Diseases through Genotype to Phenotype Translational Research For Medical Student Research Training,Texas Christian University,,matched_one_website_record,1,2025-05-29,2025-05-29,https://www.ukbiobank.ac.uk/projects/advancing-knowledge-of-diseases-through-genotype-to-phenotype-translational-research-for-medical-student-research-training/,https://www.ukbiobank.ac.uk/projects/advancing-knowledge-of-diseases-through-genotype-to-phenotype-translational-research-for-medical-student-research-training/,Advancing Knowledge of Diseases through Genotype to Phenotype Translational Research For Medical Student Research Training,unique_normalized_title
92566,Associations of air pollutants exposure and metabolic and genetic changes in chronic rhinosinusitis and allergic rhinitis,Huazhong University of Science and Technology,,matched_one_website_record,1,2022-09-20,2022-09-20,https://www.ukbiobank.ac.uk/projects/associations-of-air-pollutants-exposure-and-metabolic-and-genetic-changes-in-chronic-rhinosinusitis-and-allergic-rhinitis/,https://www.ukbiobank.ac.uk/projects/associations-of-air-pollutants-exposure-and-metabolic-and-genetic-changes-in-chronic-rhinosinusitis-and-allergic-rhinitis/,Associations of air pollutants exposure and metabolic and genetic changes in chronic rhinosinusitis and allergic rhinitis,unique_normalized_title
92578,Exploring the complex associations of internal genetic and external environmental factors with risk/ mortality of chronic diseases.,Sun Yat-Sen University,,matched_one_website_record,1,2022-09-15,2022-09-15,https://www.ukbiobank.ac.uk/projects/exploring-the-complex-associations-of-internal-genetic-and-external-environmental-factors-with-risk-mortality-of-chronic-diseases/,https://www.ukbiobank.ac.uk/projects/exploring-the-complex-associations-of-internal-genetic-and-external-environmental-factors-with-risk-mortality-of-chronic-diseases/,Exploring the complex associations of internal genetic and external environmental factors with risk/ mortality of chronic diseases.,unique_normalized_title
92584,"Research on cardiovascular diseases, severe or acute diseases, chronic diseases and their related risk factors","The First Affiliated Hospital, Sun Yat-sen University",,matched_one_website_record,1,2022-10-11,2022-10-11,https://www.ukbiobank.ac.uk/projects/research-on-cardiovascular-diseases-severe-or-acute-diseases-chronic-diseases-and-their-related-risk-factors/,https://www.ukbiobank.ac.uk/projects/research-on-cardiovascular-diseases-severe-or-acute-diseases-chronic-diseases-and-their-related-risk-factors/,"Research on cardiovascular diseases, severe or acute diseases, chronic diseases and their related risk factors",unique_normalized_title
92597,Association of antibiotic exposure in early life and cognitive function/frailty,Shandong University,,matched_one_website_record,1,2022-09-08,2022-09-08,https://www.ukbiobank.ac.uk/projects/association-of-antibiotic-exposure-in-early-life-and-cognitive-function-frailty/,https://www.ukbiobank.ac.uk/projects/association-of-antibiotic-exposure-in-early-life-and-cognitive-function-frailty/,Association of antibiotic exposure in early life and cognitive function/frailty,unique_normalized_title
92606,"Identifying exogenous, endogenous, and clinical determinants and their interactions for the development of gastrointestinal cancer, and developing risk prediction models for incidence and survival",Second Affiliated Hospital of Zhejiang University,,matched_one_website_record,1,2022-10-11,2022-10-11,https://www.ukbiobank.ac.uk/projects/identifying-exogenous-endogenous-and-clinical-determinants-and-their-interactions-for-the-development-of-gastrointestinal-cancer-and-developing-risk-prediction-models-for-incidence-and-survival/,https://www.ukbiobank.ac.uk/projects/identifying-exogenous-endogenous-and-clinical-determinants-and-their-interactions-for-the-development-of-gastrointestinal-cancer-and-developing-risk-prediction-models-for-incidence-and-survival/,"Identifying exogenous, endogenous, and clinical determinants and their interactions for the development of gastrointestinal cancer, and developing risk prediction models for incidence and survival",unique_normalized_title
92623,A social ecological model of subjective 'well-being' versus 'ill-being': A structural equation modelling study on the UK Biobank cohort,Swansea University,,matched_one_website_record,1,2022-10-26,2022-10-26,https://www.ukbiobank.ac.uk/projects/a-social-ecological-model-of-subjective-well-being-versus-ill-being-a-structural-equation-modelling-study-on-the-uk-biobank-cohort/,https://www.ukbiobank.ac.uk/projects/a-social-ecological-model-of-subjective-well-being-versus-ill-being-a-structural-equation-modelling-study-on-the-uk-biobank-cohort/,A social ecological model of subjective ‘well-being’ versus ‘ill-being’: A structural equation modelling study on the UK Biobank cohort,unique_normalized_title
92647,Research to Inform the Field of Precision Gerontology,University of Connecticut Health Center,,matched_one_website_record,1,2023-04-04,2023-04-04,https://www.ukbiobank.ac.uk/projects/research-to-inform-the-field-of-precision-gerontology/,https://www.ukbiobank.ac.uk/projects/research-to-inform-the-field-of-precision-gerontology/,Research to Inform the Field of Precision Gerontology,unique_normalized_title
92668,Development and validation of enhanced prediction models based on polygenic analysis and clinical factors for chronic diseases,"Nanfang Hospital, Southern Medical University",,matched_one_website_record,1,2022-08-25,2022-08-25,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-enhanced-prediction-models-based-on-polygenic-analysis-and-clinical-factors-for-chronic-diseases/,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-enhanced-prediction-models-based-on-polygenic-analysis-and-clinical-factors-for-chronic-diseases/,Development and validation of enhanced prediction models based on polygenic analysis and clinical factors for chronic diseases,unique_normalized_title
92675,Study on the association between wide environmental exposure factors and common chronic diseases,Nanjing Medical University,,matched_one_website_record,1,2022-11-29,2022-11-29,https://www.ukbiobank.ac.uk/projects/study-on-the-association-between-wide-environmental-exposure-factors-and-common-chronic-diseases/,https://www.ukbiobank.ac.uk/projects/study-on-the-association-between-wide-environmental-exposure-factors-and-common-chronic-diseases/,Study on the association between wide environmental exposure factors and common chronic diseases,unique_normalized_title
92681,Methods development for gene-environment interaction analysis on cloud platforms,Massachusetts General Hospital,,matched_one_website_record,1,2022-12-14,2022-12-14,https://www.ukbiobank.ac.uk/projects/methods-development-for-gene-environment-interaction-analysis-on-cloud-platforms/,https://www.ukbiobank.ac.uk/projects/methods-development-for-gene-environment-interaction-analysis-on-cloud-platforms/,Methods development for gene-environment interaction analysis on cloud platforms,unique_normalized_title
92699,Associations between COVID-19 Symptoms & Stressful Life Experiences,University of Pittsburgh,,matched_one_website_record,1,2022-09-16,2022-09-16,https://www.ukbiobank.ac.uk/projects/associations-between-covid-19-symptoms-stressful-life-experiences/,https://www.ukbiobank.ac.uk/projects/associations-between-covid-19-symptoms-stressful-life-experiences/,Associations between COVID-19 Symptoms & Stressful Life Experiences,unique_normalized_title
92702,Analysis of phenotypic and environmental factors associated with identified genetic variants in skin cancer.,Stanford University,,matched_one_website_record,1,2023-03-29,2023-03-29,https://www.ukbiobank.ac.uk/projects/analysis-of-phenotypic-and-environmental-factors-associated-with-identified-genetic-variants-in-skin-cancer/,https://www.ukbiobank.ac.uk/projects/analysis-of-phenotypic-and-environmental-factors-associated-with-identified-genetic-variants-in-skin-cancer/,Analysis of phenotypic and environmental factors associated with identified genetic variants in skin cancer.,unique_normalized_title
92718,"Deciphering chronic disease - association studies of genome, exposome and phenome",Fudan University,,matched_one_website_record,1,2022-08-25,2022-08-25,https://www.ukbiobank.ac.uk/projects/deciphering-chronic-disease-association-studies-of-genome-exposome-and-phenome/,https://www.ukbiobank.ac.uk/projects/deciphering-chronic-disease-association-studies-of-genome-exposome-and-phenome/,"Deciphering chronic disease – association studies of genome, exposome and phenome",unique_normalized_title
92739,The role of Rab46 in immune-mediated inflammatory diseases,University of Leeds,,matched_one_website_record,1,2022-09-20,2022-09-20,https://www.ukbiobank.ac.uk/projects/the-role-of-rab46-in-immune-mediated-inflammatory-diseases/,https://www.ukbiobank.ac.uk/projects/the-role-of-rab46-in-immune-mediated-inflammatory-diseases/,The role of Rab46 in immune-mediated inflammatory diseases,unique_normalized_title
92741,Genomic and evolutionary analyses of complex traits,University of Texas (UT Austin),,matched_one_website_record,1,2024-11-14,2024-11-14,https://www.ukbiobank.ac.uk/projects/genomic-and-evolutionary-analyses-of-complex-traits/,https://www.ukbiobank.ac.uk/projects/genomic-and-evolutionary-analyses-of-complex-traits/,Genomic and evolutionary analyses of complex traits,unique_normalized_title
92756,Use of UK Biobank data to support drug discovery and development,Orion Corporation,,matched_one_website_record,1,2022-09-14,2022-09-14,https://www.ukbiobank.ac.uk/projects/use-of-uk-biobank-data-to-support-drug-discovery-and-development/,https://www.ukbiobank.ac.uk/projects/use-of-uk-biobank-data-to-support-drug-discovery-and-development/,Use of UK Biobank data to support drug discovery and development,unique_normalized_title
92760,Understanding the relationship between the genetic and neural architecture of communication traits and health,Vanderbilt University Medical Center,,matched_one_website_record,1,2022-12-22,2022-12-22,https://www.ukbiobank.ac.uk/projects/understanding-the-relationship-between-the-genetic-and-neural-architecture-of-communication-traits-and-health/,https://www.ukbiobank.ac.uk/projects/understanding-the-relationship-between-the-genetic-and-neural-architecture-of-communication-traits-and-health/,Understanding the relationship between the genetic and neural architecture of communication traits and health,unique_normalized_title
92773,A new intervention for the implementation of pharmacogenetics in Psychiatry (PSY-PGx),Parnassia Psychiatric Institute,,matched_one_website_record,1,2024-02-28,2024-02-28,https://www.ukbiobank.ac.uk/projects/a-new-intervention-for-the-implementation-of-pharmacogenetics-in-psychiatry-psy-pgx/,https://www.ukbiobank.ac.uk/projects/a-new-intervention-for-the-implementation-of-pharmacogenetics-in-psychiatry-psy-pgx/,A new intervention for the implementation of pharmacogenetics in Psychiatry (PSY-PGx),unique_normalized_title
92787,GENOTYPES AND PHENOTYPES ASSOCIATED WITH MAJOR ADVERSE CARDIOVASCUALR EVENTS: A PHEWAS STUDY OF SOUTHEAST ASIAN AND EUROPEAN POPULATION.,National University of Singapore,,matched_one_website_record,1,2022-12-22,2022-12-22,https://www.ukbiobank.ac.uk/projects/genotypes-and-phenotypes-associated-with-major-adverse-cardiovascualr-events-a-phewas-study-of-southeast-asian-and-european-population/,https://www.ukbiobank.ac.uk/projects/genotypes-and-phenotypes-associated-with-major-adverse-cardiovascualr-events-a-phewas-study-of-southeast-asian-and-european-population/,GENOTYPES AND PHENOTYPES ASSOCIATED WITH MAJOR ADVERSE CARDIOVASCUALR EVENTS: A PHEWAS STUDY OF SOUTHEAST ASIAN AND EUROPEAN POPULATION.,unique_normalized_title
92794,Novel biologically informed approaches to understanding and treating depression and related mental health conditions,Black Dog Institute,,matched_one_website_record,1,2022-11-29,2022-11-29,https://www.ukbiobank.ac.uk/projects/novel-biologically-informed-approaches-to-understanding-and-treating-depression-and-related-mental-health-conditions/,https://www.ukbiobank.ac.uk/projects/novel-biologically-informed-approaches-to-understanding-and-treating-depression-and-related-mental-health-conditions/,Novel biologically informed approaches to understanding and treating depression and related mental health conditions,unique_normalized_title
92804,Exploring the link between dementia and cancer- retinal biomarkers as a predictors of colon cancer and dementia,University of Montenegro,,matched_one_website_record,1,2022-11-22,2022-11-22,https://www.ukbiobank.ac.uk/projects/exploring-the-link-between-dementia-and-cancer-retinal-biomarkers-as-a-predictors-of-colon-cancer-and-dementia/,https://www.ukbiobank.ac.uk/projects/exploring-the-link-between-dementia-and-cancer-retinal-biomarkers-as-a-predictors-of-colon-cancer-and-dementia/,Exploring the link between dementia and cancer- retinal biomarkers as a predictors of colon cancer and dementia,unique_normalized_title
92827,Effects of alcohol abstinence on cardiovascular outcomes in patients with hypertension,Second Affiliated Hospital of Soochow University,,matched_one_website_record,1,2022-09-14,2022-09-14,https://www.ukbiobank.ac.uk/projects/effects-of-alcohol-abstinence-on-cardiovascular-outcomes-in-patients-with-hypertension/,https://www.ukbiobank.ac.uk/projects/effects-of-alcohol-abstinence-on-cardiovascular-outcomes-in-patients-with-hypertension/,Effects of alcohol abstinence on cardiovascular outcomes in patients with hypertension,unique_normalized_title
92836,"Genetics and epidemiology of giant cell arteritis, polymyalgia rheumatica and its complications.",University of Edinburgh,,matched_one_website_record,1,2023-03-29,2023-03-29,https://www.ukbiobank.ac.uk/projects/genetics-and-epidemiology-of-giant-cell-arteritis-polymyalgia-rheumatica-and-its-complications/,https://www.ukbiobank.ac.uk/projects/genetics-and-epidemiology-of-giant-cell-arteritis-polymyalgia-rheumatica-and-its-complications/,"Genetics and epidemiology of giant cell arteritis, polymyalgia rheumatica and its complications.",unique_normalized_title
92843,Renin-Angiotension System Blockade as Prevention of Hearing Loss,University of Iowa,,matched_one_website_record,1,2022-12-22,2022-12-22,https://www.ukbiobank.ac.uk/projects/renin-angiotension-system-blockade-as-prevention-of-hearing-loss/,https://www.ukbiobank.ac.uk/projects/renin-angiotension-system-blockade-as-prevention-of-hearing-loss/,Renin-Angiotension System Blockade as Prevention of Hearing Loss,unique_normalized_title
92858,Exposure of cardiovascular risk factors to cerebrovascular events and cognitive impairment from midlife to the late adults-UK Biobank,Capital Medical University,,matched_one_website_record,1,2022-10-11,2022-10-11,https://www.ukbiobank.ac.uk/projects/exposure-of-cardiovascular-risk-factors-to-cerebrovascular-events-and-cognitive-impairment-from-midlife-to-the-late-adults-uk-biobank/,https://www.ukbiobank.ac.uk/projects/exposure-of-cardiovascular-risk-factors-to-cerebrovascular-events-and-cognitive-impairment-from-midlife-to-the-late-adults-uk-biobank/,Exposure of cardiovascular risk factors to cerebrovascular events and cognitive impairment from midlife to the late adults-UK Biobank,unique_normalized_title
93016,Development of an improved Polygenic Risk Scores (PRS) for complex disorders,ADNTRO GENETICS SL.,,matched_one_website_record,1,2022-09-20,2022-09-20,https://www.ukbiobank.ac.uk/projects/development-of-an-improved-polygenic-risk-scores-prs-for-complex-disorders/,https://www.ukbiobank.ac.uk/projects/development-of-an-improved-polygenic-risk-scores-prs-for-complex-disorders/,Development of an improved Polygenic Risk Scores (PRS) for complex disorders,unique_normalized_title
93028,Statistical Methods for Reproducible Discoveries in Genome-Wide Association studies,Technical University of Darmstadt,,matched_one_website_record,1,2022-11-07,2022-11-07,https://www.ukbiobank.ac.uk/projects/statistical-methods-for-reproducible-discoveries-in-genome-wide-association-studies/,https://www.ukbiobank.ac.uk/projects/statistical-methods-for-reproducible-discoveries-in-genome-wide-association-studies/,Statistical Methods for Reproducible Discoveries in Genome-Wide Association studies,unique_normalized_title
93044,"Epidemiology, Lifestyles, Environmental Exposures, and Psychological Factors, and Genetic features Relationships in Inflammation-Related Diseases",Xiangya Hospital of Central South University,,matched_one_website_record,1,2022-11-30,2022-11-30,https://www.ukbiobank.ac.uk/projects/epidemiology-lifestyles-environmental-exposures-and-psychological-factors-and-genetic-features-relationships-in-inflammation-related-diseases/,https://www.ukbiobank.ac.uk/projects/epidemiology-lifestyles-environmental-exposures-and-psychological-factors-and-genetic-features-relationships-in-inflammation-related-diseases/,"Epidemiology, Lifestyles, Environmental Exposures, and Psychological Factors, and Genetic features Relationships in Inflammation-Related Diseases",unique_normalized_title
93071,Analyzing Disorders That Cause Optic Nerve Head Swelling and Vision Loss,Icahn School of Medicine at Mount Sinai,,matched_one_website_record,1,2023-09-27,2023-09-27,https://www.ukbiobank.ac.uk/projects/analyzing-disorders-that-cause-optic-nerve-head-swelling-and-vision-loss/,https://www.ukbiobank.ac.uk/projects/analyzing-disorders-that-cause-optic-nerve-head-swelling-and-vision-loss/,Analyzing Disorders That Cause Optic Nerve Head Swelling and Vision Loss,unique_normalized_title
93085,Genetic basis for resistance or susceptibility to diseases conferred by the HLA and KIR loci.,"Leidos Biomedical Research, Inc. (Frederick National Lab for Cancer Research)",,matched_one_website_record,1,2023-08-29,2023-08-29,https://www.ukbiobank.ac.uk/projects/genetic-basis-for-resistance-or-susceptibility-to-diseases-conferred-by-the-hla-and-kir-loci/,https://www.ukbiobank.ac.uk/projects/genetic-basis-for-resistance-or-susceptibility-to-diseases-conferred-by-the-hla-and-kir-loci/,Genetic basis for resistance or susceptibility to diseases conferred by the HLA and KIR loci.,unique_normalized_title
93102,Genome-wide Scan of Recessive Gene-Based Effects for Chronic Inflammatory and Metabolic Diseases,University of Wisconsin-Madison,,matched_one_website_record,1,2023-01-12,2023-01-12,https://www.ukbiobank.ac.uk/projects/genome-wide-scan-of-recessive-gene-based-effects-for-chronic-inflammatory-and-metabolic-diseases/,https://www.ukbiobank.ac.uk/projects/genome-wide-scan-of-recessive-gene-based-effects-for-chronic-inflammatory-and-metabolic-diseases/,Genome-wide Scan of Recessive Gene-Based Effects for Chronic Inflammatory and Metabolic Diseases,unique_normalized_title
93118,"Associations of lifestyle risk factors, ocular diseases, and mental disorders.",Fudan University,,matched_one_website_record,1,2023-02-09,2023-02-09,https://www.ukbiobank.ac.uk/projects/associations-of-lifestyle-risk-factors-ocular-diseases-and-mental-disorders/,https://www.ukbiobank.ac.uk/projects/associations-of-lifestyle-risk-factors-ocular-diseases-and-mental-disorders/,"Associations of lifestyle risk factors, ocular diseases, and mental disorders.",unique_normalized_title
93125,Women reproductive health and its association with age-related cognitive function changes and psychiatric disorders,Peking University First Hospital,,matched_one_website_record,1,2022-09-15,2022-09-15,https://www.ukbiobank.ac.uk/projects/women-reproductive-health-and-its-association-with-age-related-cognitive-function-changes-and-psychiatric-disorders/,https://www.ukbiobank.ac.uk/projects/women-reproductive-health-and-its-association-with-age-related-cognitive-function-changes-and-psychiatric-disorders/,Women reproductive health and its association with age-related cognitive function changes and psychiatric disorders,unique_normalized_title
93141,A machine learning platform applied to multi-modal data to uncover risk factors for chronic pain conditions to direct mechanistic studies.,University of Sydney,,matched_one_website_record,1,2023-04-04,2023-04-04,https://www.ukbiobank.ac.uk/projects/a-machine-learning-platform-applied-to-multi-modal-data-to-uncover-risk-factors-for-chronic-pain-conditions-to-direct-mechanistic-studies/,https://www.ukbiobank.ac.uk/projects/a-machine-learning-platform-applied-to-multi-modal-data-to-uncover-risk-factors-for-chronic-pain-conditions-to-direct-mechanistic-studies/,A machine learning platform applied to multi-modal data to uncover risk factors for chronic pain conditions to direct mechanistic studies.,unique_normalized_title
93156,"Biomarkers, immunological signatures and hypertension-associated diseases - causal inference using genetic and observational approaches",University of Edinburgh,,matched_one_website_record,1,2023-05-24,2023-05-24,https://www.ukbiobank.ac.uk/projects/biomarkers-immunological-signatures-and-hypertension-associated-diseases-causal-inference-using-genetic-and-observational-approaches/,https://www.ukbiobank.ac.uk/projects/biomarkers-immunological-signatures-and-hypertension-associated-diseases-causal-inference-using-genetic-and-observational-approaches/,"Biomarkers, immunological signatures and hypertension-associated diseases – causal inference using genetic and observational approaches",unique_normalized_title
