specification,control_definition,design,intervention_date,sample_start,sample_end,term,estimate,std_error,z,p_value,ci_low,ci_high,n_obs,k_params,df_resid,nw_lag,inference
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_06,-4.32429695,0.40048872,-10.79754988,0.00000000,-5.10925484,-3.53933906,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_07,-2.41641510,0.88833607,-2.72015871,0.00652506,-4.15755381,-0.67527640,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_08,-1.54883619,2.15672067,-0.71814409,0.47266845,-5.77600870,2.67833632,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_09,-2.18125728,1.03026169,-2.11718761,0.03424393,-4.20057019,-0.16194437,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_10,1.87835637,1.03110330,1.82169563,0.06850118,-0.14260609,3.89931883,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_11,2.69668203,0.87384301,3.08600287,0.00202867,0.98394973,4.40941432,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_12,2.18167435,0.59154801,3.68807657,0.00022596,1.02224025,3.34110844,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,Intercept,-2.34618949,0.54820183,-4.27979142,0.00001871,-3.42066508,-1.27171390,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,Time,0.29103114,0.04775283,6.09453141,0.00000000,0.19743559,0.38462669,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,ArtificialLevel,1.23578011,0.73023285,1.69230967,0.09058694,-0.19547627,2.66703649,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,ArtificialSlope,-0.32936130,0.05459186,-6.03315771,0.00000000,-0.43636134,-0.22236125,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_02,0.48542262,1.00975603,0.48073258,0.63070657,-1.49369920,2.46454445,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_03,0.22558521,0.83052186,0.27161864,0.78591527,-1.40223763,1.85340805,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_04,-1.51253840,1.36567677,-1.10753761,0.26806156,-4.18926487,1.16418808,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_05,-0.25066201,1.10909645,-0.22600560,0.82119707,-2.42449104,1.92316703,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_06,-4.32211895,0.43749798,-9.87917459,0.00000000,-5.17961499,-3.46462290,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_07,-2.47844508,0.91678020,-2.70342345,0.00686293,-4.27533427,-0.68155589,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_08,-1.60479557,2.14499324,-0.74815880,0.45436438,-5.80898233,2.59939118,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_09,-2.23114607,1.04674216,-2.13151447,0.03304678,-4.28276070,-0.17953143,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_10,1.87706546,1.03399338,1.81535540,0.06946931,-0.14956156,3.90369248,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_11,2.69582142,0.87964364,3.06467450,0.00217907,0.97171989,4.41992294,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-03,2021-10,2024-06,month_12,2.18124404,0.60097745,3.62949401,0.00028398,1.00332825,3.35915984,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,Intercept,-2.62593712,0.63104784,-4.16123302,0.00003165,-3.86279089,-1.38908335,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,Time,0.32790646,0.04368192,7.50668677,0.00000000,0.24228990,0.41352301,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,ArtificialLevel,0.18999664,0.58125465,0.32687333,0.74376369,-0.94926247,1.32925576,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,ArtificialSlope,-0.34088620,0.05550057,-6.14203012,0.00000000,-0.44966733,-0.23210508,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_02,0.45238894,1.01503092,0.44568982,0.65582132,-1.53707166,2.44184955,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_03,0.57144456,1.05714432,0.54055491,0.58881440,-1.50055832,2.64344743,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_04,-1.37283205,1.41782727,-0.96826466,0.33291221,-4.15177350,1.40610941,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_05,-0.14014770,1.11385052,-0.12582272,0.89987226,-2.32329472,2.04299932,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_06,-4.24079669,0.51910081,-8.16950504,0.00000000,-5.25823428,-3.22335910,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_07,-2.37632875,0.88452581,-2.68655670,0.00721927,-4.10999934,-0.64265816,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_08,-1.53379210,2.27759256,-0.67342690,0.50067574,-5.99787351,2.93028931,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_09,-2.19125545,0.99855955,-2.19441640,0.02820549,-4.14843218,-0.23407873,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_10,1.97616650,1.00707458,1.96228417,0.04972941,0.00230033,3.95003267,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_11,2.76188878,0.91360981,3.02305069,0.00250240,0.97121354,4.55256401,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_12,2.21427772,0.64729941,3.42079368,0.00062439,0.94557088,3.48298456,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,Intercept,-2.76974555,0.70782240,-3.91305155,0.00009114,-4.15707747,-1.38241364,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,Time,0.34700940,0.05028661,6.90063210,0.00000000,0.24844764,0.44557115,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,ArtificialLevel,-0.71821793,0.91230939,-0.78725260,0.43113401,-2.50634433,1.06990847,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,ArtificialSlope,-0.32349603,0.05492579,-5.88969300,0.00000000,-0.43115057,-0.21584148,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_02,0.42748928,1.01853437,0.41971022,0.67469716,-1.56883809,2.42381665,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_03,0.52164523,1.07023598,0.48741141,0.62596681,-1.57601730,2.61930776,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_04,-1.38419883,1.46411860,-0.94541441,0.34444735,-4.25387128,1.48547363,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_05,-0.05063690,1.17571420,-0.04306906,0.96564648,-2.35503673,2.25376292,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_06,-4.18198228,0.58269554,-7.17695948,0.00000000,-5.32406554,-3.03989902,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_07,-2.25279039,0.86853642,-2.59377769,0.00949278,-3.95512177,-0.55045901,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_08,-1.43805177,2.38593169,-0.60272127,0.54669413,-6.11447788,3.23837434,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_09,-2.12331315,0.96179913,-2.20764720,0.02726888,-4.00843945,-0.23818686,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_10,2.05086549,0.99429147,2.06264014,0.03914683,0.10205421,3.99967677,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_11,2.81168811,0.94597098,2.97227733,0.00295600,0.95758498,4.66579123,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_12,2.23917739,0.67043905,3.33986719,0.00083818,0.92511685,3.55323792,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,Intercept,-2.56396096,0.61673123,-4.15733926,0.00003220,-3.77275418,-1.35516775,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,Time,0.31966846,0.03697402,8.64575958,0.00000000,0.24719939,0.39213753,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,ArtificialLevel,-0.24859748,0.64188292,-0.38729411,0.69853848,-1.50668800,1.00949305,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,ArtificialSlope,-0.34922861,0.05697427,-6.12958444,0.00000000,-0.46089818,-0.23755904,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_02,0.46340775,0.99668755,0.46494786,0.64196879,-1.49009985,2.41691534,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_03,0.59348216,1.06700768,0.55621170,0.57806614,-1.49785289,2.68481721,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_04,-1.27644343,1.43577730,-0.88902606,0.37398907,-4.09056693,1.53768007,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_05,-0.14636902,1.15113351,-0.12715208,0.89882003,-2.40259070,2.10985266,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_06,-4.26676212,0.51069465,-8.35482054,0.00000000,-5.26772362,-3.26580061,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_07,-2.43215288,0.90359507,-2.69164027,0.00711016,-4.20319921,-0.66110654,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_08,-1.57720703,2.24143403,-0.70365980,0.48164466,-5.97041772,2.81600367,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_09,-2.22226118,1.02213578,-2.17413500,0.02969500,-4.22564731,-0.21887505,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_10,1.94311010,1.02209275,1.90110936,0.05728769,-0.06019170,3.94641189,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_11,2.73985118,0.90416696,3.03024917,0.00244352,0.96768394,4.51201842,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_12,2.20325892,0.64080850,3.43824858,0.00058549,0.94727426,3.45924358,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,Intercept,-2.49914792,0.59270650,-4.21650162,0.00002481,-3.66085266,-1.33744318,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,Time,0.31100886,0.03462430,8.98238819,0.00000000,0.24314524,0.37887248,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,ArtificialLevel,-0.30777096,0.82925878,-0.37113983,0.71053339,-1.93311817,1.31757624,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,ArtificialSlope,-0.36503067,0.08380236,-4.35585173,0.00001326,-0.52928331,-0.20077804,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_02,0.47733470,0.98726483,0.48349205,0.62874640,-1.45770437,2.41237376,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_03,0.62133606,1.07665579,0.57709814,0.56387316,-1.48890930,2.73158142,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_04,-1.23466258,1.45266339,-0.84993026,0.39536386,-4.08188283,1.61255768,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_05,-0.09066121,1.12785709,-0.08038360,0.93593217,-2.30126112,2.11993869,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_06,-4.27999318,0.57609289,-7.42934565,0.00000000,-5.40913524,-3.15085113,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_07,-2.51209952,0.95451313,-2.63181243,0.00849307,-4.38294526,-0.64125379,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_08,-1.64059305,2.18739857,-0.75002017,0.45324256,-5.92789425,2.64670815,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_09,-2.26908657,1.06622640,-2.12814706,0.03332489,-4.35889031,-0.17928284,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_10,1.90132924,1.04221698,1.82431229,0.06810487,-0.14141603,3.94407452,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_11,2.71199727,0.89126946,3.04284777,0.00234351,0.96510914,4.45888541,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_12,2.18933197,0.63174008,3.46555813,0.00052913,0.95112141,3.42754253,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,Intercept,-2.44559148,0.62123044,-3.93668970,0.00008261,-3.66320315,-1.22797982,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,Time,0.32013267,0.04158578,7.69812790,0.00000000,0.23862454,0.40164080,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,ArtificialLevel,0.73035648,0.73361364,0.99556011,0.31946392,-0.70752626,2.16823921,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,ArtificialSlope,-0.42217245,0.09084802,-4.64701866,0.00000337,-0.60023458,-0.24411033,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_02,0.48725815,0.97752478,0.49846117,0.61815903,-1.42869042,2.40320672,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_03,0.64118297,1.08811661,0.58925943,0.55568726,-1.49152558,2.77389151,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_04,-2.76117877,1.41796381,-1.94728437,0.05150065,-5.54038783,0.01803030,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_05,0.12977479,1.64519651,0.07888103,0.93712725,-3.09481036,3.35435995,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_06,-4.47927165,0.68203769,-6.56748408,0.00000000,-5.81606552,-3.14247778,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_07,-2.58831809,1.01609058,-2.54733008,0.01085507,-4.57985562,-0.59678056,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_08,-1.69736453,2.24441691,-0.75626080,0.44949285,-6.09642168,2.70169262,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_09,-2.30641097,1.04519488,-2.20668032,0.02733640,-4.35499294,-0.25782901,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_10,1.87155888,1.03180596,1.81386709,0.06969819,-0.15078081,3.89389857,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_11,2.69215037,0.93878722,2.86768961,0.00413481,0.85212741,4.53217333,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_12,2.17940852,0.65446165,3.33007827,0.00086822,0.89666368,3.46215335,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,Intercept,-2.61901207,0.86718768,-3.02012139,0.00252673,-4.31869993,-0.91932421,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,Time,0.35237029,0.06556536,5.37433602,0.00000008,0.22386218,0.48087840,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,ArtificialLevel,-1.72415080,1.20485424,-1.43100364,0.15242917,-4.08566511,0.63736350,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,ArtificialSlope,-0.15229563,0.11666456,-1.30541473,0.19175166,-0.38095817,0.07636690,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_02,0.36506159,1.07685472,0.33900728,0.73460424,-1.74557365,2.47569683,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_03,0.39678985,1.06659320,0.37201610,0.70988086,-1.69373282,2.48731252,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_04,-1.57148190,1.34202167,-1.17098102,0.24160641,-4.20184437,1.05888057,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_05,1.25264402,1.29446015,0.96769609,0.33319617,-1.28449787,3.78978591,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_06,-3.52357845,0.71313838,-4.94094632,0.00000078,-4.92132967,-2.12582723,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_07,-1.79980092,0.80067907,-2.24784310,0.02458620,-3.36913190,-0.23046995,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_08,-1.07602339,2.52977441,-0.42534362,0.67058620,-6.03438123,3.88233445,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_09,-1.85224586,0.89631091,-2.06652161,0.03877925,-3.60901524,-0.09547648,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_10,2.37153167,1.22646607,1.93363007,0.05315863,-0.03234182,4.77540516,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_11,2.93654349,0.98313045,2.98693168,0.00281793,1.00960781,4.86347917,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
