app_id,HIGH_SENSITIVITY,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,treatment,control_strict,control_broad,group_strict,group_broad,start_date,pre_post
1193857,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-14,post_july_2024
135228,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-15,post_july_2024
1085301,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-16,post_july_2024
1130177,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-16,post_july_2024
826561,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-19,post_july_2024
1000805,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-19,post_july_2024
1166800,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-19,post_july_2024
1171748,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2026-01-20,post_july_2024
1040080,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-22,post_july_2024
1110075,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-22,post_july_2024
1204416,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-22,post_july_2024
1181978,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-23,post_july_2024
1183297,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-23,post_july_2024
308132,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-26,post_july_2024
1182715,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-26,post_july_2024
1198847,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-26,post_july_2024
1212005,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-27,post_july_2024
532810,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-28,post_july_2024
1232885,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-04,post_july_2024
1055001,1,1,0,0,0,1,1,Strict control,Broad control,2026-02-09,post_july_2024
1146751,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2026-02-09,post_july_2024
1214973,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-09,post_july_2024
961200,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-11,post_july_2024
819307,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2026-02-12,post_july_2024
1012351,1,1,0,0,0,1,1,Strict control,Broad control,2026-02-13,post_july_2024
1250635,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-13,post_july_2024
1187254,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-19,post_july_2024
1002450,1,1,0,0,0,1,1,Strict control,Broad control,2026-02-20,post_july_2024
1188941,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-20,post_july_2024
1232844,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-20,post_july_2024
1240398,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-20,post_july_2024
1094529,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-23,post_july_2024
1250281,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-23,post_july_2024
1273387,1,0,0,1,1,0,0,Treatment,Treatment,2026-02-23,post_july_2024
1191215,1,1,0,0,0,1,1,Strict control,Broad control,2026-02-25,post_july_2024
1145019,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2026-02-26,post_july_2024
539130,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-02,post_july_2024
1072759,1,1,0,0,0,1,1,Strict control,Broad control,2026-03-02,post_july_2024
1202100,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-03,post_july_2024
1059547,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2026-03-05,post_july_2024
1131176,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-05,post_july_2024
1212337,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-05,post_july_2024
1197815,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2026-03-06,post_july_2024
100337,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-09,post_july_2024
1117633,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-10,post_july_2024
1124889,1,1,0,0,0,1,1,Strict control,Broad control,2026-03-10,post_july_2024
1260199,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-10,post_july_2024
1264172,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-11,post_july_2024
1110364,1,1,0,0,0,1,1,Strict control,Broad control,2026-03-13,post_july_2024
1280315,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-13,post_july_2024
994203,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-16,post_july_2024
1129224,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-16,post_july_2024
1165149,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-16,post_july_2024
1280646,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2026-03-18,post_july_2024
1163821,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-19,post_july_2024
1250642,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-19,post_july_2024
1264140,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-19,post_july_2024
759242,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-23,post_july_2024
922268,1,1,0,0,0,1,1,Strict control,Broad control,2026-03-23,post_july_2024
1152277,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-23,post_july_2024
1232132,1,1,0,0,0,1,1,Strict control,Broad control,2026-03-23,post_july_2024
1081672,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-26,post_july_2024
1280667,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-26,post_july_2024
1282637,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-26,post_july_2024
1315622,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-26,post_july_2024
1186634,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-28,post_july_2024
1224298,1,1,0,0,0,1,1,Strict control,Broad control,2026-03-28,post_july_2024
1261838,1,0,0,1,1,0,0,Treatment,Treatment,2026-03-28,post_july_2024
876442,1,1,0,0,0,1,1,Strict control,Broad control,2026-04-05,post_july_2024
1270098,1,0,0,1,1,0,0,Treatment,Treatment,2026-04-05,post_july_2024
1318956,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2026-04-05,post_july_2024
1280701,1,0,0,1,1,0,0,Treatment,Treatment,2026-04-08,post_july_2024
1045071,1,0,0,1,1,0,0,Treatment,Treatment,2026-04-09,post_july_2024
1245371,1,1,0,0,0,1,1,Strict control,Broad control,2026-04-12,post_july_2024
1080334,1,1,0,0,0,1,1,Strict control,Broad control,2026-04-13,post_july_2024
1203422,1,1,0,0,0,1,1,Strict control,Broad control,2026-04-15,post_july_2024
1246329,1,0,0,1,1,0,0,Treatment,Treatment,2026-04-15,post_july_2024
1323939,1,0,0,1,1,0,0,Treatment,Treatment,2026-04-20,post_july_2024
1094875,1,0,0,1,1,0,0,Treatment,Treatment,2026-04-21,post_july_2024
