application_id,application_title,tier,best_matching_status,existing_curated_52,family_ids,repo_urls,evidence_type,confidence_note,included_in_tier_summary
672457,Exploration of risk and prognostic factors for urologic cancers and construction of precise prediction models: A large-scale cohort study and mendelian randomization analysis,Tier 5,candidate,no,family_ukbanalytica; family_ukbbmodriskr,https://github.com/blitz305/UKBAnalytica; https://github.com/lcx777-afk/UKBAnalytica; https://github.com/rrrrrs1/UKBBModRiskR,supporting identity/topic evidence; weak topic/path/data-type evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
673794,Improving Complex Disease Prediction Through Machine Learning Analysis of Coding Variants in UK Biobank,Tier 5,candidate,no,family_imds-wes,https://github.com/Sirius-Yang/IMDs_WES,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
680373,"Creating and validating Integrated Risk Scores that incorporate polygenic risk scores, rare variant burden, and family history",Tier 5,candidate,no,family_shapeit5; family_t2dm-ukb-predictions,https://github.com/odelaneau/shapeit5; https://github.com/yochaiedlitz/T2DM_UKB_predictions,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
692259,Exploring the association between neuropsychiatric diseases and cardiovascular diseases,Tier 5,candidate,no,family_genetic-survival-analysis-in-ukb; family_t2dm-ukb-predictions,https://github.com/tenayatherapeutics/Genetic-Survival-Analysis-in-UKB; https://github.com/yochaiedlitz/T2DM_UKB_predictions,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
714779,Investigating the causal Relationships and Predictive Modeling Between Circulatory Disorders and neuropsychiatric Outcomes,Tier 5,candidate,no,family_evidence-embracing-nm,https://github.com/saigerutherford/evidence_embracing_nm,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
753669,Systemic GenAI models from peripheral samples,Tier 5,candidate,no,family_evidence-embracing-nm; family_prs-dash-boxplot-app,https://github.com/saigerutherford/evidence_embracing_nm; https://github.com/NeBruNAI/PRS-dash-boxplot-app,supporting identity/topic evidence; weak topic/path/data-type evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
762904,Multimodal Biomarker Signatures and AI-Powered Predictive Modeling for Early Stratification of Central Nervous System Degenerative Disorders,Tier 5,candidate,no,family_evidence-embracing-nm; family_keloids-clustering,https://github.com/saigerutherford/evidence_embracing_nm; https://github.com/anirudhj05/Keloids_Clustering,supporting identity/topic evidence; weak topic/path/data-type evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
775744,AI-Driven Retinal Analysis for Early Detection of Neurocognitive Disorders and Modifiable Risk Factors,Tier 5,candidate,no,family_ukbb-risk,https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
778098,Predictive Modeling for Hypertensive Retinopathy Using AI-Driven Fundus Photography Analysis,Tier 5,candidate,no,family_evidence-embracing-nm; family_ukbb-risk,https://github.com/saigerutherford/evidence_embracing_nm; https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
784342,Deep Learning-Based Multimodal Integration of Imaging and Genetic Features for Carotid Atherosclerosis Characterization,Tier 5,candidate,no,family_ukbb-risk,https://github.com/IFF-0303/ukbb_risk; https://github.com/yayapa/ukbb_risk,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
789279,Study of preclinical brain structure changes in response to occupational and environmental characteristics.,Tier 5,candidate,no,family_ukbb-risk,https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
795542,"Redefining the Cardiovascular Continuum: Integrating Risk, Genomic, and Therapeutics for Precision Medicine",Tier 5,candidate,no,family_ukb-idears,https://github.com/binfnstats/ukb-IDEARS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
807154,Validation of the Automated Intelligence Genetics (AIG) Technology for Personalized Medicine: Multi-Scale Predictive Models Using Genomic and Clinical Data from UK Biobank.,Tier 5,candidate,no,family_evidence-embracing-nm,https://github.com/saigerutherford/evidence_embracing_nm,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
823964,From genotype to target: data-driven functional genomics for therapeutic discovery in common chronic and fibrotic diseases,Tier 5,candidate,no,family_ukbb-risk,https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
826232,Prediction of Bidirectional Relationships Between Major Psychiatric Disorders and Cognitive Decline Using Multi-modal Machine Learning in UK Biobank,Tier 5,candidate,no,family_ukbanalytica,https://github.com/blitz305/UKBAnalytica; https://github.com/lcx777-afk/UKBAnalytica,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
881679,End-to-End AI-Driven Prediction of Glaucoma-Linked Genetic Variants from OCT Retinal Imaging,Tier 5,candidate,no,family_ukbb-risk,https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
888618,Correlation analysis between metabolism-related risk factors and long-term prognosis of metabolic syndrome,Tier 5,candidate,no,family_t2dm-ukb-predictions,https://github.com/yochaiedlitz/T2DM_UKB_predictions,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
899824,Advancing complex trait prediction and genetic understanding using genome sequence data,Tier 5,candidate,no,family_omniprs,https://github.com/biostatShao/OmniPRS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
903785,The genetic architecture and multi-omics characteristics of the association between precision nutrition interventions and brain disorders,Tier 5,candidate,no,family_genetic-survival-analysis-in-ukb; family_t2dm-ukb-predictions,https://github.com/tenayatherapeutics/Genetic-Survival-Analysis-in-UKB; https://github.com/yochaiedlitz/T2DM_UKB_predictions,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
905766,Machine Learning Based Early Stroke Detection on Retinal Images with other Neurological Diseases,Tier 5,candidate,no,family_ukb-idears,https://github.com/binfnstats/ukb-IDEARS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
922920,"Integrative predictive modeling of multi-modal data in cancer, aging, and cardiovascular diseases",Tier 5,candidate,no,family_evidence-embracing-nm,https://github.com/saigerutherford/evidence_embracing_nm,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
940419,AI-Driven Radiogenomic and Body Composition Analysis for Abdominal Tumor Diagnosis and Prognosis,Tier 5,candidate,no,family_ukbb-risk,https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1012028,Integrating Multimodal Exposures for Risk Stratification: Identifying Key Modifiable Determinants and Developing Predictive Models in Neuropsychiatric Disorders,Tier 5,candidate,no,family_genetic-survival-analysis-in-ukb,https://github.com/tenayatherapeutics/Genetic-Survival-Analysis-in-UKB,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1012351,"Multi-Omics Profiling of Geriatric Multimorbidity: Integrating Genomic, Metabolomic, Radiomic and Proteomic Signatures with Neuroimaging in Aging-related Diseases",Tier 5,candidate,no,family_ukb-idears,https://github.com/binfnstats/ukb-IDEARS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1029266,Female-specific plasma proteomic trajectories and causal inflammatory pathways in multi-modal prediction of Alzheimer's disease risk (PhD project),Tier 5,candidate,no,family_ukb-idears,https://github.com/binfnstats/ukb-IDEARS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1040154,Development of UK Biobank-based multimodal models for early prediction and recurrence risk assessment of gout,Tier 5,candidate,no,family_ukb-idears,https://github.com/binfnstats/ukb-IDEARS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1054981,Polygenic Risk for Mental Health and Its Impact on All-Cause and Cause-Specific Mortality: Evidence from the UK Biobank,Tier 5,candidate,no,family_anyajacobs_ukbiobank; family_uk-biobank-gcg,https://github.com/anyajacobs/UKBiobank; https://github.com/sblg/UK-Biobank-GCG,supporting identity/topic evidence; weak topic/path/data-type evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1059547,"Genetic architecture of reaction time, brain size, and cognitive functions from whole-genome sequencing in the UK Biobank",Tier 5,candidate,no,family_shapeit5,https://github.com/odelaneau/shapeit5,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1061558,"Risk and Prognostic Factors in Neurodegenerative Diseases: A Systematic Research Integrating Multimodal Imaging, Multi-Omics, Lifestyle, and Environmental Exposures",Tier 5,candidate,no,family_ukb-download-and-prep-template; family_ukb-idears; family_ukbanalytica,https://github.com/lenamax2355/ukb_download_and_prep_template; https://github.com/binfnstats/ukb-IDEARS; https://github.com/blitz305/UKBAnalytica; https://github.com/lcx777-afk/UKBAnalytica,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1063834,AI models for personalised cardiovascular risk prediction and prevention in midlife women using multimodal data from UK Biobank (CARAMEL Project),Tier 5,candidate,no,family_ukb-idears,https://github.com/binfnstats/ukb-IDEARS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
1078387,Integrating Multi-Omics for Risk Prediction and Mechanistic Insight in Cardio-Cerebrovascular Diseases,Tier 5,candidate,no,family_ukbanalytica,https://github.com/blitz305/UKBAnalytica; https://github.com/lcx777-afk/UKBAnalytica,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
