application_id,application_title,tier,best_matching_status,existing_curated_52,family_ids,repo_urls,evidence_type,confidence_note,included_in_tier_summary
47349,Genetic association analysis for brain imaging phenotypes in Alzheimer's Disease,Tier 6,weak_candidate,no,family_fundus-project; family_genetic-association; family_ukbiobank-knockoffs,https://github.com/joshoch7/fundus_project; https://github.com/Swadha22/Genetic_association; https://github.com/LuZhangH/ukbiobank_knockoffs; https://github.com/zren94/ukbiobank_knockoffs,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
47618,Lifestyle and genetic factors and bladder cancer risk,Tier 6,weak_candidate,no,family_ukb-bmi,https://github.com/mariaratnasamy/ukb_bmi,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
47832,Predicting Alzheimer's disease risk with polygenic and non-genetic risk factors.,Tier 6,weak_candidate,no,family_imds-wes,https://github.com/jjrun-11/IMDs_WES,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48008,Hormone processing in health and disease,Tier 6,weak_candidate,no,family_biobankread; family_idears-orig; family_ukb-download-and-prep-template; family_ukb-processing-nf,https://github.com/yzharold/BiobankRead; https://github.com/MikeAllwright23/idears_orig; https://github.com/lenamax2355/ukb_download_and_prep_template; https://github.com/VyasPillai/ukb_processing-nf,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48012,Population Stratification in Risk Prediction Models,Tier 6,weak_candidate,no,family_diabetes-prediction; family_im; family_retinapd; family_ukb-atherosclerosis-prediction; family_ukb-nmr-cvd-prediction,https://github.com/Haileygu99/diabetes_prediction; https://github.com/laura-riedel/IM; https://github.com/hewramanwaran/RetinaPD; https://github.com/OmriGruman/ukb-atherosclerosis-prediction; https://github.com/YanLuoCityU/UKB_NMR_CVD_prediction,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48031,Whole Genome Imputation of UK Biobank participants in partnership with Genomics England,Tier 6,weak_candidate,no,family_shapeit5,https://github.com/23andme-jaredo/shapeit5; https://github.com/barneyhill/shapeit5; https://github.com/JosephLalli/shapeit5; https://github.com/M-Hakmi/shapeit5; https://github.com/RimanB/shapeit5; https://github.com/rwk-unil/shapeit5; https://github.com/sunrisefor/shapeit5; https://github.com/Toseph/shapeit5; https://github.com/victorasua/shapeit5,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48049,Multi-Omic Characterization of Common Disease States through Polygenic Modeling,Tier 6,weak_candidate,no,family_ukb-download-and-prep-template,https://github.com/lenamax2355/ukb_download_and_prep_template,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48134,Understand Alzheimer's disease characterized by brain imaging phenotype,Tier 6,weak_candidate,no,family_congele-msc,https://github.com/Arnoldzyf/ConGele_MSc,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48335,Whole-Genome Genetic Risk Factors,Tier 6,weak_candidate,no,family_gxsex,https://github.com/harpak-lab/GxSex,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48422,"Gene-environment interaction study on obesity, body mass index, and waist circumference",Tier 6,weak_candidate,no,family_gxsex,https://github.com/harpak-lab/GxSex,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48511,"Reprocessing and joint calling of UKBB exomes with gnomAD, genotype-phenotype analysis and open release via dedicated portals",Tier 6,weak_candidate,no,family_ehr; family_latinos-in-ukbb; family_lizhihao1990_ukbb; family_ukbb-1; family_ukbb-asthma; family_ukbb-data-r; family_ukbb-risk; family_ukbbmodriskr; family_zhishenppp_ukbb,https://github.com/mjfalaguera/EHR; https://github.com/huytrain42/Latinos-in-UKBB; https://github.com/lizhihao1990/ukbb; https://github.com/HongyuanWu/ukbb-1; https://github.com/Shicheng-Guo/ukbb-1; https://github.com/keerveer/ukbb_asthma; https://github.com/swbiggs4/ukbb_asthma; https://github.com/12sbxu/ukbb_data_r; https://github.com/IFF-0303/ukbb_risk; https://github.com/rrrrrs1/UKBBModRiskR; https://github.com/zhishenPPP/ukbb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
48915,The Impact of Second-hits on Putative Psychiatric Phenotypes in Synaptopathy CNV Carriers in the UK Biobank.,Tier 6,weak_candidate,no,family_cnv-ukb,https://github.com/GeneticResources/cnv-ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
49351,Risk factors for morbidity and mortality,Tier 6,weak_candidate,no,family_ukbfrailty,https://github.com/becomingcc/ukbfrailty,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
49572,Risk factors for chronic pain,Tier 6,weak_candidate,no,family_pain-proteomics; family_ukbfrailty,https://github.com/Frank-HQZ/Pain_Proteomics; https://github.com/becomingcc/ukbfrailty,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
49749,Neuroimaging-based prediction of brain age and cognition,Tier 6,weak_candidate,no,family_congele-msc,https://github.com/Arnoldzyf/ConGele_MSc,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
49899,Exome sequence analysis of endometriosis,Tier 6,weak_candidate,no,family_ukb-exome,https://github.com/OxWearables/ukb_exome,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
49978,Copy number variation from whole exome sequencing in the UK Biobank,Tier 6,weak_candidate,no,family_ukb-exome,https://github.com/OxWearables/ukb_exome,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
50000,Using human population sequencing data to explore protein structure and function,Tier 6,weak_candidate,no,family_amml-disentangling-structure-from-detail,https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
50071,"Vegan, vegetarian and omnivore dietary patterns - their impact on the metabolic profiles, body composition and   cardiovascular health:  A nutri-genetic exploration",Tier 6,weak_candidate,no,family_biobankread,https://github.com/yzharold/BiobankRead,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
50141,Identification and analysis of genetic variants associated to multivariate phenotypes,Tier 6,weak_candidate,no,family_ukbb-gwas-dev; family_ukbiobank-knockoffs,https://github.com/ashwinas88/UKBB_GWAS_dev; https://github.com/LingTuo/UKBB_GWAS_dev; https://github.com/LuZhangH/ukbiobank_knockoffs; https://github.com/zren94/ukbiobank_knockoffs,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
50461,Respiratory difficulties in people suffering from clinical anxiety,Tier 6,weak_candidate,no,family_junnh_ukbb,https://github.com/Junnh/UKBB,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
50529,Determinants of somatic mutation variability in the UK Biobank population,Tier 6,weak_candidate,no,family_retinapd,https://github.com/hewramanwaran/RetinaPD,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
50658,Multi-modal machine learning risk models for cardiovascular disease,Tier 6,weak_candidate,no,family_im,https://github.com/laura-riedel/IM,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
51174,Phenome-wide study of blood groups in the UK Biobank,Tier 6,weak_candidate,no,family_postincredible_ukbb,https://github.com/postincredible/ukbb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
51296,"Machine Learning Analysis of Brain Images, Behaviors and Genotypes to Understand Aging and Mental Disorders",Tier 6,weak_candidate,no,family_cnv-ukb,https://github.com/GeneticResources/cnv-ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
51518,Segmented Analysis of Whole Genomes.,Tier 6,weak_candidate,no,family_gxsex; family_ukb-brain-symptoms-clustering,https://github.com/harpak-lab/GxSex; https://github.com/ajpag/ukb-brain-symptoms-clustering,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
51587,Surface based neuroimaging analysis to advance understanding of neurologic conditions,Tier 6,weak_candidate,no,family_biv-volumetric-meshing,https://github.com/kiwixiao/biv-volumetric-meshing,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
51659,Statistical Analysis of Human Brain Connectomes,Tier 6,weak_candidate,no,family_congele-msc,https://github.com/Arnoldzyf/ConGele_MSc,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
51663,Fine-scale mapping between genetic variants and health-related traits in a general population,Tier 6,weak_candidate,no,family_idears-orig,https://github.com/MikeAllwright23/idears_orig,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
51784,Genetic markers and biomarkers for age-related diseases,Tier 6,weak_candidate,no,family_bnn-for-uncertainty-estimation-of-imaging-biomarkers; family_ukb-bioage-cancer; family_ukb-tools,https://github.com/suyanzhou626/BNN-for-Uncertainty-Estimation-of-Imaging-Biomarkers; https://github.com/becomingcc/UKB_bioage_cancer; https://github.com/12sbxu/ukb-tools; https://github.com/magdazeb/ukb-tools,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
51933,Assessing NTRK1 SNPs in pain disorders,Tier 6,weak_candidate,no,family_pain-proteomics,https://github.com/Frank-HQZ/Pain_Proteomics,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
52049,The genetic basis of sex-specific fitness variation in humans,Tier 6,weak_candidate,no,family_ukbbcov2risk,https://github.com/kennethcywong/ukbbcov2risk,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
52374,Genetic architecture of human phenotypes,Tier 6,weak_candidate,no,family_fundus-project; family_gxsex; family_human-sex-ratio; family_ukbgwas; family_ukbiobank-knockoffs,https://github.com/joshoch7/fundus_project; https://github.com/harpak-lab/GxSex; https://github.com/song88180/Human_sex_ratio; https://github.com/lizhihao1990/ukbgwas; https://github.com/LuZhangH/ukbiobank_knockoffs; https://github.com/zren94/ukbiobank_knockoffs,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
52480,Polygenic and Omnigenic Phenotype Risk Prediction with Machine Learning,Tier 6,weak_candidate,no,family_ukb-gen-clocks,https://github.com/Euskal-Oxcitas-Biotek/UKB-gen-clocks,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
52498,Identifying Biomarkers and Biotypes for Mental Health Conditions,Tier 6,weak_candidate,no,family_bnn-for-uncertainty-estimation-of-imaging-biomarkers,https://github.com/suyanzhou626/BNN-for-Uncertainty-Estimation-of-Imaging-Biomarkers,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
52569,A phenome-wide association analysis and Mendelian Randomisation analysis on metabolic features detected by untargetted metabolomics,Tier 6,weak_candidate,no,family_ukbb-risk; family_ukbpheno,https://github.com/IFF-0303/ukbb_risk; https://github.com/BakerMetabolomics/ukbpheno; https://github.com/kkukendrarajah/ukbpheno; https://github.com/magdazeb/ukbpheno; https://github.com/Neri0304/ukbpheno; https://github.com/stefanogg/ukbpheno; https://github.com/Tafelplankje/ukbpheno; https://github.com/yuehuang-gh/ukbpheno,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53026,Common and rare TRAF3 variants influence B cell survival and immunoglobulin levels,Tier 6,weak_candidate,no,family_uk-biobank-survival,https://github.com/gerstung-lab/uk_biobank_survival; https://github.com/rrrrrs1/uk_biobank_survival,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53061,Genotype-Phenotype analysis of genetic kidney and liver diseases,Tier 6,weak_candidate,no,family_jm-gwas,https://github.com/pebblets/JM-GWAS; https://github.com/Sandyyy123/JM-GWAS; https://github.com/xiechengyong123/JM-GWAS; https://github.com/zerland/JM-GWAS,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53246,Deep Phenotyping of Major Depressive Disorder in Adults,Tier 6,weak_candidate,no,family_ukbphenotyping,https://github.com/hoffman2/ukbPhenotyping,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53308,Predictive Models for Cardio-Metabolic Disease: a Machine Learning Approach,Tier 6,weak_candidate,no,family_im; family_tds-project; family_ukb-gen-clocks,https://github.com/laura-riedel/IM; https://github.com/N-cizauskas/TDS_Project; https://github.com/Euskal-Oxcitas-Biotek/UKB-gen-clocks,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53331,"Predicting antidepressant non-remission in late-life depression as a function of neurodegenerative and cerebrovascular comorbidities, using genomic machine-learning models",Tier 6,weak_candidate,no,family_tds-project,https://github.com/N-cizauskas/TDS_Project,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53354,"Association of male infertility genotypes on mortality, cancer, and cardiovascular disease",Tier 6,weak_candidate,no,family_cnv-ukb,https://github.com/GeneticResources/cnv-ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53602,"Development of Personalised Screening Models for Melanoma and Breast, Colorectal and Prostate Cancers.",Tier 6,weak_candidate,no,family_tds-project,https://github.com/N-cizauskas/TDS_Project,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53618,An examination of the association between germline genetic polymorphisms and urinary bladder cancer survival,Tier 6,weak_candidate,no,family_uk-biobank-survival,https://github.com/gerstung-lab/uk_biobank_survival; https://github.com/rrrrrs1/uk_biobank_survival,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53639,Genetics of the comorbidities of cardiometabolic diseases,Tier 6,weak_candidate,no,family_jm-gwas; family_metabolomicscommondiseases,https://github.com/pebblets/JM-GWAS; https://github.com/Sandyyy123/JM-GWAS; https://github.com/xiechengyong123/JM-GWAS; https://github.com/zerland/JM-GWAS; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/YanLuoCityU/MetabolomicsCommonDiseases; https://github.com/zlpsophina/MetabolomicsCommonDiseases,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53723,Investigation of NAFLD/NASH biomarkers and development of predictive models Using Machine Learning Methods,Tier 6,weak_candidate,no,family_tds-project,https://github.com/N-cizauskas/TDS_Project,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53775,Leveraging the power of Big Data to build more accurate models of neuro-anatomical and genetic variation: applications in neurodevelopmental research,Tier 6,weak_candidate,no,family_ukb-download-and-prep-template,https://github.com/IFF-0303/ukb_download_and_prep_template; https://github.com/Jacob-X/ukb_download_and_prep_template,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53781,Comparison of HLA imputed genotype of the general population versus population with incidence of cancer.,Tier 6,weak_candidate,no,family_idears-orig,https://github.com/MikeAllwright23/idears_orig,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53832,Genetics of early-onset colorectal cancer,Tier 6,weak_candidate,no,family_ukbb-gwas-dev,https://github.com/ashwinas88/UKBB_GWAS_dev; https://github.com/LingTuo/UKBB_GWAS_dev,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
53995,Quantitative genotype-phenotype prediction using deep probabilistic models to integrate standing human genetic variation and variation across all of evolution and clinical datatypes,Tier 6,weak_candidate,no,family_uk-biobank-gcg,https://github.com/sblg/UK-Biobank-GCG,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
54124,Learning models for predicting lab values from genetic data,Tier 6,weak_candidate,no,family_cancerrisk; family_im; family_main-pipeline-and-images-based-models-pipeline-deep-learning-and-aging-main-pipeline-and-images-based-models-pipeline; family_uk-biobank-survival,https://github.com/gerstung-lab/CancerRisk; https://github.com/laura-riedel/IM; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline; https://github.com/gerstung-lab/uk_biobank_survival,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
54176,GWAS of metabolic syndrome and its components,Tier 6,weak_candidate,no,family_gwas-phenotype; family_prs-height-admixed-populations; family_ptrs-ukb; family_udip-vit; family_ukb-gwaspipeline-subcorticalregions; family_viciousjoon_ukbiobank,https://github.com/albbaous/GWAS_phenotype; https://github.com/Shicheng-Guo/PRS_Height_Admixed_Populations; https://github.com/CuihuaXia/ptrs-ukb; https://github.com/emyanuthomas/ptrs-ukb; https://github.com/hakyimlab/ptrs-ukb; https://github.com/cind/UDIP-ViT; https://github.com/SkylerZhou/UKB_GWASpipeline_SubcorticalRegions; https://github.com/viciousjoon/ukbiobank,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
54239,Exploring the genetic architecture of age-related hearing impairment,Tier 6,weak_candidate,no,family_ukb-bioage-cancer; family_ukb-tools,https://github.com/becomingcc/UKB_bioage_cancer; https://github.com/12sbxu/ukb-tools; https://github.com/magdazeb/ukb-tools,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
54389,"Frequency, phenotypic spectrum, and penetrance of pathogenic variation in cancer susceptibility genes in the general population",Tier 6,weak_candidate,no,family_cancerrisk; family_ukb-processing-nf,https://github.com/alexwjung/CancerRisk; https://github.com/gerstung-lab/CancerRisk; https://github.com/VyasPillai/ukb_processing-nf,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
54406,Evaluating genetic risk of comorbidities in subjects with psychiatric disease.,Tier 6,weak_candidate,no,family_mh-in-ukb,https://github.com/tongluobing/MH_in_UKB,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
54717,Data-driven identification of a drug's disease-modifying potential outside its main indication area,Tier 6,weak_candidate,no,family_cancerrisk; family_lronan_ukb; family_margulies_ukb; family_transconnectome_ukb; family_zeigar_ukb; family_zoonono_ukb,https://github.com/alexwjung/CancerRisk; https://github.com/gerstung-lab/CancerRisk; https://github.com/lronan/UKB; https://github.com/margulies/UKB; https://github.com/Transconnectome/UKB; https://github.com/Zeigar/UKB; https://github.com/zoonono/UKB,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
54888,Exploration of tSNE and DBScan for the identification of patient subpopulations in Electronic Health Records using International Classification of Disease (ICD)codes.,Tier 6,weak_candidate,no,family_ehr; family_ukb-oligo,https://github.com/mjfalaguera/EHR; https://github.com/mariaratnasamy/ukb_oligo,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55274,Age Prediction from NeuroImaging and Genetic Profiles,Tier 6,weak_candidate,no,family_congele-msc; family_diabetes-prediction; family_ukb-atherosclerosis-prediction; family_ukb-bioage-cancer; family_ukb-nmr-cvd-prediction; family_ukb-tools,https://github.com/Arnoldzyf/ConGele_MSc; https://github.com/Haileygu99/diabetes_prediction; https://github.com/OmriGruman/ukb-atherosclerosis-prediction; https://github.com/becomingcc/UKB_bioage_cancer; https://github.com/YanLuoCityU/UKB_NMR_CVD_prediction; https://github.com/12sbxu/ukb-tools; https://github.com/magdazeb/ukb-tools,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55337,Understanding Alzheimer's Disease in the Context of the Aging,Tier 6,weak_candidate,no,family_exposome-aging-ukb; family_test-exposome-aging-ukb,https://github.com/rrrrrs1/exposome-aging-ukb; https://github.com/okoropaulc/test_exposome_aging_ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55495,Determination of correlations between polygenic risk scores of 40 traits and actual outcomes using 500.000 individuals,Tier 6,weak_candidate,no,family_sophia-cross-sectional,https://github.com/kkk0-000/SOPHIA_Cross_Sectional,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55532,Integrating the impact of exome variations,Tier 6,weak_candidate,no,family_ukb-exome,https://github.com/OxWearables/ukb_exome,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55634,Validation of automated analysis method on cardiac MRI image data,Tier 6,weak_candidate,no,family_t40-rsfmri; family_ukbbmriutils,https://github.com/Kakashi-sensei/T40_rsfMRI; https://github.com/STALICLA-RnD/UkbbMriUtils,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55681,Analysis of variants with low minor allele frequency in the UKBiobank cohort,Tier 6,weak_candidate,no,family_anyalasagne1_ukbiobank; family_biobankread; family_bis687-capstone-group-8; family_cancerrisk; family_genepy-2; family_genotype-errors; family_prs-dash-boxplot-app; family_rooty29_ukbiobank; family_ukbiobank-ecg; family_ukbiobank-strs; family_ukbiobank-table-conversion; family_zhishenppp_ukbiobank,https://github.com/anyalasagne1/UKBiobank; https://github.com/yzharold/BiobankRead; https://github.com/JingnanBai/BIS687-Capstone-group-8; https://github.com/alexwjung/CancerRisk; https://github.com/gerstung-lab/CancerRisk; https://github.com/parsboy1987/GenePy-2; https://github.com/sylviah23/genotype-errors; https://github.com/NeBruNAI/PRS-dash-boxplot-app; https://github.com/Rooty29/UKBiobank; https://github.com/suniljmanohar/UKBiobank_ECG; https://github.com/YIGUIz/ukbiobank_strs; https://github.com/audoushka/UKBiobank-Table-Conversion; https://github.com/futurologist/UKBiobank-Table-Conversion; https://github.com/Jiangaoshan/UKBiobank-Table-Conversion; https://github.com/lizhihao1990/UKBiobank-Table-Conversion; https://github.com/zhishenPPP/UKBiobank,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55699,Identification of shared biomarkers for age-related multimorbidity,Tier 6,weak_candidate,no,family_bnn-for-uncertainty-estimation-of-imaging-biomarkers,https://github.com/suyanzhou626/BNN-for-Uncertainty-Estimation-of-Imaging-Biomarkers,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55787,Studying neurodegeneration in glaucoma with quantitative genetics and MRI,Tier 6,weak_candidate,no,family_master-thesis; family_t40-rsfmri; family_ukbbmriutils,https://github.com/nickathans/master-thesis; https://github.com/Kakashi-sensei/T40_rsfMRI; https://github.com/STALICLA-RnD/UkbbMriUtils,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55858,The interaction effects of early life exposures and genetic susceptibility on human metabolomics and common metabolic diseases,Tier 6,weak_candidate,no,family_metabolomicscommondiseases,https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/YanLuoCityU/MetabolomicsCommonDiseases; https://github.com/zlpsophina/MetabolomicsCommonDiseases,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
55964,Deep Learning Human Genetics to Enhance Discovery of Genetic Disease Associations,Tier 6,weak_candidate,no,family_main-pipeline-and-images-based-models-pipeline-deep-learning-and-aging-main-pipeline-and-images-based-models-pipeline,https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56145,Thromboembolic and bleeding complications in cancer patients,Tier 6,weak_candidate,no,family_master-thesis,https://github.com/nickathans/master-thesis,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56236,Deep-learning based prediction of Alzheimer's disease using genomics and neuroimaging,Tier 6,weak_candidate,no,family_main-pipeline-and-images-based-models-pipeline-deep-learning-and-aging-main-pipeline-and-images-based-models-pipeline,https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56317,Aging Study by Genotype and DNA Methylation in Neural Networks,Tier 6,weak_candidate,no,family_exposome-aging-ukb; family_neuralcvd; family_test-exposome-aging-ukb,https://github.com/rrrrrs1/exposome-aging-ukb; https://github.com/DhanushB2000/NeuralCVD; https://github.com/HaibinLi0817/NeuralCVD; https://github.com/YanLuoCityU/NeuralCVD; https://github.com/yanranwang/NeuralCVD; https://github.com/okoropaulc/test_exposome_aging_ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56355,Impact of metformin treatment on brain structure and function,Tier 6,weak_candidate,no,family_amml-disentangling-structure-from-detail,https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56454,Analysis of genetic underpinnings of brain-network features in health and in psychotic disorders,Tier 6,weak_candidate,no,family_ukbb-risk,https://github.com/IFF-0303/ukbb_risk,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56579,Influence of genetic architecture on polygenic prediction,Tier 6,weak_candidate,no,family_diabetes-prediction; family_omniprs,https://github.com/Haileygu99/diabetes_prediction; https://github.com/biostatShao/OmniPRS,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56580,Cognitive reserve markers and dementia incidence,Tier 6,weak_candidate,no,family_ukbbprodromalpd,https://github.com/samyak1729/ukbbprodromalpd; https://github.com/tolism/ukbbprodromalpd,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
