application_id,application_title,application_pi,application_institution,project_start_date,project_start_month,project_start_year,project_start_quarter,post_july2024,analysis_eligible_start_date,primary_its_window_2019_2025,drop_recent_12m_sample,website_match_status,website_url,leak_strict_21,leak_main_27,leak_archived_broad_48,leak_final_expanded,linkage_confidence,linked_lineage_count,linked_family_count,linked_repo_count,linked_notice_count,linked_targeted_row_count,linked_lineages,linked_repo_urls,evidence_grades,count_notes
93016,Development of an improved Polygenic Risk Scores (PRS) for complex disorders,,ADNTRO GENETICS SL.,2022-09-20,2022-09,2022,2022Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/development-of-an-improved-polygenic-risk-scores-prs-for-complex-disorders/,0,0,0,0,,0,0,0,0,0,,,,
93028,Statistical Methods for Reproducible Discoveries in Genome-Wide Association studies,,Technical University of Darmstadt,2022-11-07,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/statistical-methods-for-reproducible-discoveries-in-genome-wide-association-studies/,0,0,0,0,,0,0,0,0,0,,,,
93044,"Epidemiology, Lifestyles, Environmental Exposures, and Psychological Factors, and Genetic features Relationships in Inflammation-Related Diseases",,Xiangya Hospital of Central South University,2022-11-30,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/epidemiology-lifestyles-environmental-exposures-and-psychological-factors-and-genetic-features-relationships-in-inflammation-related-diseases/,0,0,0,0,,0,0,0,0,0,,,,
93071,Analyzing Disorders That Cause Optic Nerve Head Swelling and Vision Loss,,Icahn School of Medicine at Mount Sinai,2023-09-27,2023-09,2023,2023Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/analyzing-disorders-that-cause-optic-nerve-head-swelling-and-vision-loss/,0,0,0,0,,0,0,0,0,0,,,,
93085,Genetic basis for resistance or susceptibility to diseases conferred by the HLA and KIR loci.,,"Leidos Biomedical Research, Inc. (Frederick National Lab for Cancer Research)",2023-08-29,2023-08,2023,2023Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-basis-for-resistance-or-susceptibility-to-diseases-conferred-by-the-hla-and-kir-loci/,0,0,0,0,,0,0,0,0,0,,,,
93102,Genome-wide Scan of Recessive Gene-Based Effects for Chronic Inflammatory and Metabolic Diseases,,University of Wisconsin-Madison,2023-01-12,2023-01,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genome-wide-scan-of-recessive-gene-based-effects-for-chronic-inflammatory-and-metabolic-diseases/,0,0,0,0,,0,0,0,0,0,,,,
93118,"Associations of lifestyle risk factors, ocular diseases, and mental disorders.",,Fudan University,2023-02-09,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/associations-of-lifestyle-risk-factors-ocular-diseases-and-mental-disorders/,0,0,0,0,,0,0,0,0,0,,,,
93125,Women reproductive health and its association with age-related cognitive function changes and psychiatric disorders,,Peking University First Hospital,2022-09-15,2022-09,2022,2022Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/women-reproductive-health-and-its-association-with-age-related-cognitive-function-changes-and-psychiatric-disorders/,0,0,0,0,,0,0,0,0,0,,,,
93141,A machine learning platform applied to multi-modal data to uncover risk factors for chronic pain conditions to direct mechanistic studies.,,University of Sydney,2023-04-04,2023-04,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/a-machine-learning-platform-applied-to-multi-modal-data-to-uncover-risk-factors-for-chronic-pain-conditions-to-direct-mechanistic-studies/,0,0,0,0,,0,0,0,0,0,,,,
93156,"Biomarkers, immunological signatures and hypertension-associated diseases - causal inference using genetic and observational approaches",,University of Edinburgh,2023-05-24,2023-05,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/biomarkers-immunological-signatures-and-hypertension-associated-diseases-causal-inference-using-genetic-and-observational-approaches/,0,0,0,0,,0,0,0,0,0,,,,
93160,The role of interferons in the risk of cerebrovascular disease,,University of Edinburgh,2023-05-05,2023-05,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-role-of-interferons-in-the-risk-of-cerebrovascular-disease/,0,0,0,0,,0,0,0,0,0,,,,
93173,Association between exposure to air pollution and acceleration of cognitive decline in adults with Parkinson's Disease,,University of Pennsylvania,2023-05-26,2023-05,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/association-between-exposure-to-air-pollution-and-acceleration-of-cognitive-decline-in-adults-with-parkinsons-disease/,0,0,0,0,,0,0,0,0,0,,,,
93211,Evaluating adverse effects of statin use with large-scale cohort data,,Seoul National University,2023-05-09,2023-05,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/evaluating-adverse-effects-of-statin-use-with-large-scale-cohort-data/,0,0,0,0,,0,0,0,0,0,,,,
93224,Automated and robust cardiac function quantification from cardiac MRI,,Transilvania University,2022-10-11,2022-10,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/automated-and-robust-cardiac-function-quantification-from-cardiac-mri/,0,0,0,0,,0,0,0,0,0,,,,
93269,The role of somatic and inherited mitochondrial genetic variation in biological ageing and disease.,,Dublin City University,2023-06-22,2023-06,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-role-of-somatic-and-inherited-mitochondrial-genetic-variation-in-biological-ageing-and-disease/,0,0,0,0,,0,0,0,0,0,,,,
93276,Psoriatic Arthritis - a UK Biobank study of potential biomarkers predicting patients' response to TNF inhibitors.,,Keele University,2023-02-22,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/psoriatic-arthritis-a-uk-biobank-study-of-potential-biomarkers-predicting-patients-response-to-tnf-inhibitors/,0,0,0,0,,0,0,0,0,0,,,,
93282,Shadow external application linked to phased application 87728,,University of Oxford,,,,,,0,0,0,unmatched_schema27,,0,0,0,0,,0,0,0,0,0,,,,
93305,"Analysis of genetic, clinical and environmental factors from the UK Biobank to develop new approaches in the prevention and treatment of pain and pain-related diseases.",,Grünenthal GmbH,2023-01-26,2023-01,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/analysis-of-genetic-clinical-and-environmental-factors-from-the-uk-biobank-to-develop-new-approaches-in-the-prevention-and-treatment-of-pain-and-pain-related-diseases/,0,0,0,0,,0,0,0,0,0,,,,
93322,"Investigating the roles of genetic architecture, socioeconomic factors, and environmental characteristics in chronic disease",,Desert Research Institute,2022-11-30,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/investigating-the-roles-of-genetic-architecture-socioeconomic-factors-and-environmental-characteristics-in-chronic-disease/,0,0,0,0,,0,0,0,0,0,,,,
93333,"Dissecting the association between metabolic features, social and behavioral factors, and cancers.",,China Medical University P.R.C,2022-09-29,2022-09,2022,2022Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/dissecting-the-association-between-metabolic-features-social-and-behavioral-factors-and-cancers/,0,0,0,0,,0,0,0,0,0,,,,
93346,Create multi-modal brain image priors for use in Bayesian models to be applied in stroke lesion segmentation and AD diagnosis studies,,Shanghai Jiao Tong University,2022-11-28,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/create-multi-modal-brain-image-priors-for-use-in-bayesian-models-to-be-applied-in-stroke-lesion-segmentation-and-ad-diagnosis-studies/,0,0,0,0,,0,0,0,0,0,,,,
93351,Metabolic syndrome in multiethnic cohort,,National Forensic Service,2024-11-07,2024-11,2024,2024Q4,1,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/metabolic-syndrome-in-multiethnic-cohort/,0,0,0,0,,0,0,0,0,0,,,,
93367,Exploring the interaction effects of between genetic variants and medication of inflammatory diseases on the incidences of cardiovascular disease and cancers by whole genome-wide analysis,,National University of Kaohsiung,2023-10-05,2023-10,2023,2023Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/exploring-the-interaction-effects-of-between-genetic-variants-and-medication-of-inflammatory-diseases-on-the-incidences-of-cardiovascular-disease-and-cancers-by-whole-genome-wide-analysis/,0,0,0,0,,0,0,0,0,0,,,,
93379,Identifying non-coding regulatory variants associated with mature B cell neoplasms and B cell mediated autoimmune diseases.,,University of Leeds,2022-12-06,2022-12,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identifying-non-coding-regulatory-variants-associated-with-mature-b-cell-neoplasms-and-b-cell-mediated-autoimmune-diseases/,0,0,0,0,,0,0,0,0,0,,,,
93398,"Investigating the risk factors of non-communicable chronic disease using biomarkers, lifestyle factors, and environmental factors",,Zhengzhou University,2023-02-23,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/investigating-the-risk-factors-of-non-communicable-chronic-disease-using-biomarkers-lifestyle-factors-and-environmental-factors/,0,0,0,0,,0,0,0,0,0,,,,
93403,"Incidence of pneumonia and subsequent outcomes in patients with cardiovascular disease, chronic obstructive pulmonary disease, chronic kidney disease, diabetes or cancer",,Hangzhou Normal University,2022-10-19,2022-10,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/incidence-of-pneumonia-and-subsequent-outcomes-in-patients-with-cardiovascular-disease-chronic-obstructive-pulmonary-disease-chronic-kidney-disease-diabetes-or-cancer/,0,0,0,0,,0,0,0,0,0,,,,
93426,"Causes and consequences of fat distribution patterns in the liver, pancreas, skeletal muscle, heart, kidney, and visceral bed",,Kyoto University,2023-02-22,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/causes-and-consequences-of-fat-distribution-patterns-in-the-liver-pancreas-skeletal-muscle-heart-kidney-and-visceral-bed/,0,0,0,0,,0,0,0,0,0,,,,
93435,Association of neurodegenerative diseases with cancer.,,Tongji University School of Medicine,2023-01-16,2023-01,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/association-of-neurodegenerative-diseases-with-cancer/,0,0,0,0,,0,0,0,0,0,,,,
93474,"An investigation of risk factors, genetics, radiomics and health care of physical and mental conditions",,The Affiliated Brain Hospital of Guangzhou Medical University,2023-05-31,2023-05,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/an-investigation-of-risk-factors-genetics-radiomics-and-health-care-of-physical-and-mental-conditions/,0,0,0,0,,0,0,0,0,0,,,,
93488,Discovery and validation for genome-phenome network analysis in precision medicine applications,,"GeneDx, LLC",2023-08-23,2023-08,2023,2023Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/discovery-and-validation-for-genome-phenome-network-analysis-in-precision-medicine-applications/,0,0,0,0,,0,0,0,0,0,,,,
93490,Analysis of UK Biobank Cohorts to Accelerate Therapies to Treat Neurological Disease,,"Atalanta Therapeutics, Inc.",2022-11-15,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/analysis-of-uk-biobank-cohorts-to-accelerate-therapies-to-treat-neurological-disease/,0,0,0,0,,0,0,0,0,0,,,,
93501,Evaluation of how loss-of-function mutations in pharmacokinetic genes cause drug side effects to happen more often as a person ages.,,Asan Medical Center,2023-03-10,2023-03,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/evaluation-of-how-loss-of-function-mutations-in-pharmacokinetic-genes-cause-drug-side-effects-to-happen-more-often-as-a-person-ages/,0,0,0,0,,0,0,0,0,0,,,,
93538,A multifactorial investigation into the determinants and outcomes of sleep and circadian health,,University of Surrey,2022-11-07,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/a-multifactorial-investigation-into-the-determinants-and-outcomes-of-sleep-and-circadian-health/,0,0,0,0,,0,0,0,0,0,,,,
93555,Phenome-wide disease and trait associations of copy number variants across population groups.,,University of Leicester,2023-03-29,2023-03,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/phenome-wide-disease-and-trait-associations-of-copy-number-variants-across-population-groups/,0,0,0,0,,0,0,0,0,0,,,,
93586,"The effect of fitness, and social activities on all-cause mortality, coronary heartdisease and cancer morbidity and mortality.",,Xiangya Hospital of Central South University,2023-01-16,2023-01,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-effect-of-fitness-and-social-activities-on-all-cause-mortality-coronary-heartdisease-and-cancer-morbidity-and-mortality/,0,0,0,0,,0,0,0,0,0,,,,
93593,Sex-specific genome-wide association study of hypertensive hyperuricemic individuals developing cardiovascular events or Alzheimer's disease,,University of L'Aquila,2022-11-16,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/sex-specific-genome-wide-association-study-of-hypertensive-hyperuricemic-individuals-developing-cardiovascular-events-or-alzheimers-disease/,0,0,0,0,,0,0,0,0,0,,,,
93604,Life-course risk and protective factors associated with complex diseases,,The Affiliated Brain Hospital of Guangzhou Medical University,2023-10-26,2023-10,2023,2023Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/life-course-risk-and-protective-factors-associated-with-complex-diseases/,0,0,0,0,,0,0,0,0,0,,,,
93670,Sample application for Regeneron RNA-seq pilot,,UK Biobank Ltd,,,,,,0,0,0,unmatched_schema27,,0,0,0,0,,0,0,0,0,0,,,,
93708,The Biological Basis of Cognitive and Physical Resilience,,Northwestern University,2022-10-11,2022-10,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-biological-basis-of-cognitive-and-physical-resilience/,0,0,0,0,,0,0,0,0,0,,,,
93712,Machine Learning on Densitometric Imaging for Novel Cardiometabolic & Musculoskeletal Health Phenotypes of Disease and their Developmental Origins,,Edith Cowan University,2023-01-25,2023-01,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/machine-learning-on-densitometric-imaging-for-novel-cardiometabolic-musculoskeletal-health-phenotypes-of-disease-and-their-developmental-origins/,0,0,0,0,,0,0,0,0,0,,,,
93731,"Studying the impact of genetic variability, biochemical markers, environmental and lifestyle factors on Multiple Sclerosis onset risk and progression.",,University of Pavia,2023-02-22,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/studying-the-impact-of-genetic-variability-biochemical-markers-environmental-and-lifestyle-factors-on-multiple-sclerosis-onset-risk-and-progression/,0,0,0,0,,0,0,0,0,0,,,,
93749,"The association between sleep status, chronic pain, and mental health",,Peking University Hospital of Stomatology,2022-10-27,2022-10,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-association-between-sleep-status-chronic-pain-and-mental-health/,0,0,0,0,,0,0,0,0,0,,,,
93754,Sample application for neurobiomarkers - 76059,,UK Biobank Ltd,,,,,,0,0,0,unmatched_schema27,,0,0,0,0,,0,0,0,0,0,,,,
93777,Using Artificial Intelligence (AI) methods with multi-dimensional data to improve clinical care outcomes for individuals with ADHD.,,AIMH Inc.,2022-12-06,2022-12,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/using-artificial-intelligence-ai-methods-with-multi-dimensional-data-to-improve-clinical-care-outcomes-for-individuals-with-adhd/,0,0,0,0,,0,0,0,0,0,,,,
93783,Open Access Integrated Therapeutic and Diagnostic Platforms for Personalized Cardiovascular Medicine,,Waitemata District Health Board,2023-02-23,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/open-access-integrated-therapeutic-and-diagnostic-platforms-for-personalized-cardiovascular-medicine/,0,0,0,0,,0,0,0,0,0,,,,
93796,Defining the Association of Human Endogenous Retroviruses (HERVs) and genes implicated in the inherited cardiac diseases,,University of Brighton,2023-04-19,2023-04,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/defining-the-association-of-human-endogenous-retroviruses-hervs-and-genes-implicated-in-the-inherited-cardiac-diseases/,0,0,0,0,,0,0,0,0,0,,,,
93810,Identification of genetic variants and lifestyle factors involved in obesity.,,Southwest Jiaotong University,2022-11-30,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identification-of-genetic-variants-and-lifestyle-factors-involved-in-obesity/,0,0,0,0,,0,0,0,0,0,,,,
93834,Investigating effects of ambient air pollution and tobacco smoking on blood eosinophils levels and their combined risks on incident COPD,,Beijing Institute of Respiratory Medicine,2022-11-15,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/investigating-effects-of-ambient-air-pollution-and-tobacco-smoking-on-blood-eosinophils-levels-and-their-combined-risks-on-incident-copd/,0,0,0,0,,0,0,0,0,0,,,,
93847,Identification of genetic risk factors and endophenotypes underlying disease subtypes in major psychiatric disorders,,University of Muenster,2023-01-18,2023-01,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identification-of-genetic-risk-factors-and-endophenotypes-underlying-disease-subtypes-in-major-psychiatric-disorders/,0,0,0,0,,0,0,0,0,0,,,,
93852,"Systematic differences in colour vision genetics: investigating phenotypic correlations to sequence differences in OPN1LW, OPN1MW, and OPN1SW",,University of Oxford,2022-12-16,2022-12,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/systematic-differences-in-colour-vision-genetics-investigating-phenotypic-correlations-to-sequence-differences-in-opn1lw-opn1mw-and-opn1sw/,0,0,0,0,,0,0,0,0,0,,,,
93875,Development and validation of deep-learning approaches for identification of carotid atherosclerotic plaque instability and prediction of stroke risk,,Sonaro Inc.,2022-11-29,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-deep-learning-approaches-for-identification-of-carotid-atherosclerotic-plaque-instability-and-prediction-of-stroke-risk/,0,0,0,0,,0,0,0,0,0,,,,
93913,Genetic and non-genetic factors for chronic diseases and multimorbidity,,Guangdong Provincial People's Hospital,2022-11-11,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-and-non-genetic-factors-for-chronic-diseases-and-multimorbidity/,0,0,0,0,,0,0,0,0,0,,,,
93921,"Association of air pollution, green space, lifestyle, and their interactions with mental health and dementia: a multinational comparative analysis across different populations",,Huazhong University of Science and Technology,2022-11-08,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/association-of-air-pollution-green-space-lifestyle-and-their-interactions-with-mental-health-and-dementia-a-multinational-comparative-analysis-across-different-populations/,0,0,0,0,,0,0,0,0,0,,,,
93945,RW data analyst test project,,UK Biobank Ltd,,,,,,0,0,0,unmatched_schema27,,0,0,0,0,,0,0,0,0,0,,,,
93966,"Exploring relationship between environmental factors, genetic susceptibility and diseases in musculoskeletal system",,Shanghai Jiao Tong University,2022-11-07,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/exploring-relationship-between-environmental-factors-genetic-susceptibility-and-diseases-in-musculoskeletal-system/,0,0,0,0,,0,0,0,0,0,,,,
93997,Analyzing genotype-phenotype associations with fairness and privacy,,Harvard University,2023-03-28,2023-03,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/analyzing-genotype-phenotype-associations-with-fairness-and-privacy/,0,0,0,0,,0,0,0,0,0,,,,
94006,Identification of immune-related genetic and infectious risk factors in cancer.,,Columbia University,2023-05-04,2023-05,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identification-of-immune-related-genetic-and-infectious-risk-factors-in-cancer/,0,0,0,0,,0,0,0,0,0,,,,
94010,Polygenic risk in different early-onset acute myocardial infarction subtypes,,Yale University,2025-03-21,2025-03,2025,2025Q1,1,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/polygenic-risk-in-different-early-onset-acute-myocardial-infarction-subtypes/,0,0,0,0,,0,0,0,0,0,,,,
94034,Association between sleep patterns of morningness-eveningness and changes in cognitive function,,Imperial College London,2023-02-16,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/association-between-sleep-patterns-of-morningness-eveningness-and-changes-in-cognitive-function/,0,0,0,0,,0,0,0,0,0,,,,
94075,Genetic and environmental risk factors for poor respiratory health in adults: comparison of two mega-cohorts in different countries (Korea and UK).,,Kyung Hee University,2023-02-08,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-and-environmental-risk-factors-for-poor-respiratory-health-in-adults-comparison-of-two-mega-cohorts-in-different-countries-korea-and-uk/,0,0,0,0,,0,0,0,0,0,,,,
94113,Determinants and clinical significance of cerebral small vessel disease,,University of Bordeaux,2023-09-29,2023-09,2023,2023Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/determinants-and-clinical-significance-of-cerebral-small-vessel-disease/,0,0,0,0,,0,0,0,0,0,,,,
94121,"Analysis of genotype and phenotype data from the UK Biobank to characterize genes and pathways impacting human disease, predict efficacy, and potential adverse outcomes of Ionis drug targets.",,"Ionis Pharmaceuticals, Inc",2022-12-06,2022-12,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/analysis-of-genotype-and-phenotype-data-from-the-uk-biobank-to-characterize-genes-and-pathways-impacting-human-disease-predict-efficacy-and-potential-adverse-outcomes-of-ionis-drug-targets/,0,0,0,0,,0,0,0,0,0,,,,
94132,Correcting finescale population stratification using haplotype sharing to improve association study and polygenic risk score accuracy,,Trinity College Dublin,2022-12-06,2022-12,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/correcting-finescale-population-stratification-using-haplotype-sharing-to-improve-association-study-and-polygenic-risk-score-accuracy/,0,0,0,0,,0,0,0,0,0,,,,
94166,Causal relationships between lifestyle and environment exposures and neurodegenerative and cerebrovascular diseases,,Fujian Medical University,2022-11-21,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/causal-relationships-between-lifestyle-and-environment-exposures-and-neurodegenerative-and-cerebrovascular-diseases/,0,0,0,0,,0,0,0,0,0,,,,
94178,Identifying changes of the brain in healthy and pathological aging using multimodal data,,University of Science and Technology of China,2022-10-19,2022-10,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identifying-changes-of-the-brain-in-healthy-and-pathological-aging-using-multimodal-data/,0,0,0,0,,0,0,0,0,0,,,,
94184,Selection of disease risk genes and construction of disease prediction model based on TWAS and sc-RNA data: Take colon cancer for example,,China Pharmaceutical University,2023-05-12,2023-05,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/selection-of-disease-risk-genes-and-construction-of-disease-prediction-model-based-on-twas-and-sc-rna-data-take-colon-cancer-for-example/,0,0,0,0,,0,0,0,0,0,,,,
94215,A Polygenetic Risk Score Based Analysis of Gene-Drug Interactions Increasing Type Two Diabetes Risk.,,University of Washington,2023-01-11,2023-01,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/a-polygenetic-risk-score-based-analysis-of-gene-drug-interactions-increasing-type-two-diabetes-risk/,0,0,0,0,,0,0,0,0,0,,,,
94258,"Air pollution, lifestyle, genetic susceptibility, in relation to the risk and mortality of urologic cancers",,Stanford University,2024-04-15,2024-04,2024,2024Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/air-pollution-lifestyle-genetic-susceptibility-in-relation-to-the-risk-and-mortality-of-urologic-cancers/,0,0,0,0,,0,0,0,0,0,,,,
94262,Multimorbid Disease Patterns and Shared Genetics of Chronic Diseases and Conditions,,University of Otago,2022-11-07,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/multimorbid-disease-patterns-and-shared-genetics-of-chronic-diseases-and-conditions/,0,0,0,0,,0,0,0,0,0,,,,
94329,The impact of APOE genotype and obesity overt cognition and brain changes along the life-span,,Institut Recerca Sant Pau,2023-05-12,2023-05,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-impact-of-apoe-genotype-and-obesity-overt-cognition-and-brain-changes-along-the-life-span/,0,0,0,0,,0,0,0,0,0,,,,
94340,Validation of a breast cancer risk prediction model incorporating a polygenic score for diverse ancestries,,Myriad Genetics,2023-06-15,2023-06,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/validation-of-a-breast-cancer-risk-prediction-model-incorporating-a-polygenic-score-for-diverse-ancestries/,0,0,0,0,,0,0,0,0,0,,,,
94364,Predicting chronic diseases using health records and wearable data,,Lydia.ai,2023-01-11,2023-01,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/predicting-chronic-diseases-using-health-records-and-wearable-data/,0,0,0,0,,0,0,0,0,0,,,,
94372,Retinal features and age-related diseases,,Centre for Eye Research Australia,2023-02-16,2023-02,2023,2023Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/retinal-features-and-age-related-diseases/,0,0,0,0,,0,0,0,0,0,,,,
94393,Variants in mechanotransduction genes on the prognosis of patients with dilated cardiomyopathy and heart failure,,National Cerebral and Cardiovascular Center,2022-11-08,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/variants-in-mechanotransduction-genes-on-the-prognosis-of-patients-with-dilated-cardiomyopathy-and-heart-failure/,0,0,0,0,,0,0,0,0,0,,,,
94449,"Identify the allostatic load as a predictor of breast cancer prevalence, incidence, and progression in the UK Biobank database.",,Virginia Commonwealth University,2023-04-04,2023-04,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identify-the-allostatic-load-as-a-predictor-of-breast-cancer-prevalence-incidence-and-progression-in-the-uk-biobank-database/,0,0,0,0,,0,0,0,0,0,,,,
94477,The influence of lower blood lipid levels on multi-system health and diseases,,Tianjin Medical University,2024-10-23,2024-10,2024,2024Q4,1,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-influence-of-lower-blood-lipid-levels-on-multi-system-health-and-diseases/,0,0,0,0,,0,0,0,0,0,,,,
94496,Cognitive outcomes in breast cancer survivors,,"University of California, Los Angeles",2023-04-26,2023-04,2023,2023Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/cognitive-outcomes-in-breast-cancer-survivors/,0,0,0,0,,0,0,0,0,0,,,,
94505,Investigating the influence of genetic factors on alcohol-induced heart disease,,University of Adelaide,2022-11-11,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/investigating-the-influence-of-genetic-factors-on-alcohol-induced-heart-disease/,0,0,0,0,,0,0,0,0,0,,,,
94514,Identifying novel therapeutic targets associated with cardiovascular disease,,Dynomics Pty Ltd,2022-11-10,2022-11,2022,2022Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identifying-novel-therapeutic-targets-associated-with-cardiovascular-disease/,0,0,0,0,,0,0,0,0,0,,,,
